seed	cohort	lineage_id	scenario_id	passage_id	chromosome_number	endpoint_state	reseeded_state	reseed_mode	boundary_scale
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	128	3.4071816928376e-05	3.07905121464616e-06	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	129	3.87740843501468e-06	3.5039925157523e-07	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	130	6.71169552253232e-06	6.06532205031231e-07	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	131	6.6995289690836e-06	6.05432720338264e-07	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	132	7.32208204168425e-05	6.61692496516395e-06	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	133	7.54368572283488e-06	6.81718698378517e-07	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	134	1.88707506074025e-05	1.70533927501285e-06	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	135	2.65375818390559e-05	2.39818656478123e-06	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	136	0.000293907175164581	2.65602285486e-05	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	137	3.08155600139886e-05	2.7847850817739e-06	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	138	7.38530132526144e-05	6.67405588139792e-06	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	139	9.82213186895687e-05	8.87620613984318e-06	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	140	0.00105848392934697	9.56546061277095e-05	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	141	0.000112853581488796	1.01985156204234e-05	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	142	0.000257611778404378	2.32802336567662e-05	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	143	0.000324657540459667	2.93391220197549e-05	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	144	0.00340630810262334	0.00030782617560106	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	145	0.000368879790309598	3.3335462232578e-05	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	146	0.000800512588274124	7.23418789918482e-05	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	147	0.00095833930819093	8.66045922097847e-05	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	148	0.0097953794019765	0.000885203008368397	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	149	0.00107643197245149	9.72765608370128e-05	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	150	0.00221820395760532	0.000200457862413242	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	151	0.00252474703355675	0.000228159990313664	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	152	0.0251558338994874	0.00227331876918915	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	153	0.00267840620959314	0.000242046084900605	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A1_seed	154	0.00456630472347619	0.000412654427406082	downsample_to_observed_inoculum	0.0903694458419631
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	22	2.1673011260292e-09	1.08428376127028e-09	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	23	3.01231247377904e-08	1.50703631348849e-08	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	24	3.74135723243031e-07	1.87177169038236e-07	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	25	4.1524721124344e-06	2.07744924162404e-06	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	26	4.11843918098262e-05	2.06042283284383e-05	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	27	0.000365011855771273	0.000182612569675095	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	28	0.00289087732003913	0.00144628325814875	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	29	0.0204597690106392	0.0102358620272677	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	30	0.129395793930588	0.0647357012141009	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	31	0.731287176603434	0.365857241014328	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	32	3.69321098264449	1.84768449909092	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	33	16.6674307931753	8.33858494977434	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	34	67.2174193610908	33.6283479080991	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	35	242.239653925674	121.190599650803	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	36	780.127068196512	390.29145586365	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	37	2245.22761480314	1123.26977264434	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	38	5775.21273206981	2889.29365101075	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	39	13278.4804452364	6643.11966076133	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	40	27294.7482652661	13655.3485607284	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	41	50169.9850091618	25099.6501571855	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	42	82475.1340197235	41261.6629282233	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	43	121279.978571735	60675.4224197117	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	44	159555.83543185	79824.5335163161	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	45	187833.120155672	93971.4373639741	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	46	197908.970969814	99012.306529567	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	47	186689.408393274	93399.2473361796	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	48	157723.765847606	78907.9634671174	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	49	119398.390884983	59734.0788520605	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	50	81033.2806834613	40540.3150085151	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	51	49336.8028304552	24682.8156454966	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	52	26967.4679246064	13491.6127722409	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	53	13244.3835458312	6626.06124931554	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	54	5849.94913558617	2926.68368774137	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	55	2326.2621367989	1163.81070867166	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	56	833.810761207735	417.148986586081	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	57	269.750698691539	134.954159654972	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	58	78.8872914464369	39.4666934182243	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	59	20.8907733848922	10.4514901365444	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	60	5.0199062861723	2.51141975788456	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	61	1.0969395322336	0.548790247747179	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	62	0.220626137344038	0.110377526759382	downsample_to_observed_inoculum	0.500292159796379
340	2N	C	2N-C	SUM-159_NLS_2N_C_A2_seed	63	0.0408374862767715	0.020430674210061	downsample_to_observed_inoculum	0.500292159796379
