"sample_name","grid_index","ploidy","log_density"
"Sample_SUM159_2N_C_A12",159,6.85175879396985,-27.6395441603694
"Sample_SUM159_2N_C_A12",160,6.89195979899498,-27.6395441603694
"Sample_SUM159_2N_C_A12",161,6.9321608040201,-27.6395441603694
"Sample_SUM159_2N_C_A12",162,6.97236180904523,-27.6395441603694
"Sample_SUM159_2N_C_A12",163,7.01256281407035,-27.6395441603694
"Sample_SUM159_2N_C_A12",164,7.05276381909548,-27.6395441603694
"Sample_SUM159_2N_C_A12",165,7.0929648241206,-27.6395441603694
"Sample_SUM159_2N_C_A12",166,7.13316582914573,-27.6395441603694
"Sample_SUM159_2N_C_A12",167,7.17336683417085,-27.6395441603694
"Sample_SUM159_2N_C_A12",168,7.21356783919598,-27.6395441603694
"Sample_SUM159_2N_C_A12",169,7.25376884422111,-27.6395441603694
"Sample_SUM159_2N_C_A12",170,7.29396984924623,-27.6395441603694
"Sample_SUM159_2N_C_A12",171,7.33417085427136,-27.6395441603694
