parameter,center_name,delta_name,invitro_name,transform,projection_applied,projection_action,feasible_before_projection,feasible_after_projection,center_raw_transformed,delta_raw_transformed,vivo_raw_transformed,vitro_raw_transformed,center_transformed,delta_transformed,vivo_transformed,vitro_transformed,center_raw_natural,vivo_raw_natural,vitro_raw_natural,center_projected_natural,vivo_projected_natural,vitro_projected_natural,joint_union_lower_transformed,joint_union_upper_transformed,joint_union_lower_bound,joint_union_upper_bound,delta_dynamic_lower_transformed,delta_dynamic_upper_transformed,pair,seed,objective,rank,ratio_vivo_to_vitro
O2_crit,log10_O2_crit,delta__log10_O2_crit,log10_O2_crit,log10_nonnegative,False,none,True,True,-0.226148508116371,-0.853016623143665,-0.652656819688203,0.200359803455462,-0.226148508116371,-0.853016623143665,-0.652656819688203,0.200359803455462,0.59408897362346,0.222506744860626,1.58620678578554,0.59408897362346,0.222506744860626,1.58620678578554,-4.0,0.397940008672038,0.0001,2.5,-1.24817703357682,1.24817703357682,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708,1,0.14027600112077038
mu_hp,log10_mu_hp,delta__log10_mu_hp,log10_mu_hp,log10,False,none,True,True,-1.79525411246165,1.01155176640467,-1.28947822925931,-2.30102999566398,-1.79525411246165,1.01155176640467,-1.28947822925931,-2.30102999566398,0.0160230758124583,0.0513477916983572,0.005,0.0160230758124583,0.0513477916983572,0.005,-2.30102999566398,-0.522878745280338,0.005,0.3,-1.01155176640467,1.01155176640467,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708,1,10.26955833967144
p_misseg,log10_p_misseg,delta__log10_p_misseg,log10_p_misseg,log10,False,none,True,True,-1.4535458521862,1.04611402577961,-0.930488839296389,-1.976602865076,-1.4535458521862,1.04611402577961,-0.930488839296389,-1.976602865076,0.035192826448372,0.117357584120704,0.0105535150770604,0.035192826448372,0.117357584120704,0.0105535150770604,-2.30102999566398,-0.301029995663981,0.005,0.5,-1.69496828695557,1.69496828695557,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708,1,11.120236552823787
k_o_mis,log10_k_o_mis,delta__log10_k_o_mis,log10_k_o_mis,log10,False,none,True,True,-3.46747209044657,0.959678071247266,-2.98763305482293,-3.9473111260702,-3.46747209044657,0.959678071247266,-2.98763305482293,-3.9473111260702,0.0003408222267376,0.0010288852592723,0.0001128986825222,0.0003408222267376,0.0010288852592723,0.0001128986825222,-5.0,-1.69897000433602,1e-05,0.02,-3.06505581910687,3.06505581910687,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708,1,9.113350450922965
buffer_smax,buffer_smax,delta__buffer_smax,buffer_smax,identity,False,none,True,True,0.954257795077643,-0.091484409844715,0.908515590155285,1.0,0.954257795077643,-0.091484409844715,0.908515590155285,1.0,0.954257795077643,0.908515590155285,1.0,0.954257795077643,0.908515590155285,1.0,0.0,1.0,0.0,1.0,-0.091484409844715,0.091484409844715,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708,1,0.908515590155285
buffer_beta,log10_buffer_beta,delta__log10_buffer_beta,log10_buffer_beta,log10,False,none,True,True,-0.28989539770726,-0.983202273192138,-0.781496534303329,0.201705738888809,-0.28989539770726,-0.983202273192138,-0.781496534303329,0.201705738888809,0.512984924445842,0.165387798276667,1.59113027351929,0.512984924445842,0.165387798276667,1.59113027351929,-2.0,1.0,0.01,10.0,-2.57979079541452,2.57979079541452,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708,1,0.1039435934499941
buffer_n_exp,log10_buffer_n_exp,delta__log10_buffer_n_exp,log10_buffer_n_exp,log10,False,none,True,True,0.749676226334253,0.500647547331493,1.0,0.499352452668507,0.749676226334253,0.500647547331493,1.0,0.499352452668507,5.61922246735227,10.0,3.15756611375965,5.61922246735227,10.0,3.15756611375965,-1.0,1.0,0.1,10.0,-0.500647547331493,0.500647547331493,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708,1,3.1669962368874054
n_O,n_O,delta__n_O,n_O,identity,False,none,True,True,2.02052984291053,0.30391001849108,2.17248485215607,1.86857483366499,2.02052984291053,0.30391001849108,2.17248485215607,1.86857483366499,2.02052984291053,2.17248485215607,1.86857483366499,2.02052984291053,2.17248485215607,1.86857483366499,0.0001,5.0,0.0001,5.0,-4.04085968582106,4.04085968582106,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708,1,1.1626426798733
alpha_o2,log10_alpha_o2,delta__log10_alpha_o2,log10_alpha_o2,log10,False,none,True,True,0.0645171318541569,0.731094255036276,0.430064259372295,-0.301029995663981,0.0645171318541569,0.731094255036276,0.430064259372295,-0.301029995663981,1.16015798063767,2.69193308007453,0.5,1.16015798063767,2.69193308007453,0.5,-0.301029995663981,0.602059991327962,0.5,4.0,-0.731094255036276,0.731094255036276,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708,1,5.38386616014906
gamma_growth,gamma_growth,delta__gamma_growth,gamma_growth,identity,False,none,True,True,2.40379363126653,1.80758726253307,3.30758726253307,1.5,2.40379363126653,1.80758726253307,3.30758726253307,1.5,2.40379363126653,3.30758726253307,1.5,2.40379363126653,3.30758726253307,1.5,1.5,4.5,1.5,4.5,-1.80758726253307,1.80758726253307,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708,1,2.2050581750220464
lam_max,log10_lam_max,delta__log10_lam_max,log10_lam_max,log10,False,none,True,True,-0.245948704866245,-0.751609097698433,-0.621753253715461,0.129855843982972,-0.245948704866245,-0.751609097698433,-0.621753253715461,0.129855843982972,0.567611642861182,0.238916831366556,1.3485151936293,0.567611642861182,0.238916831366556,1.3485151936293,-2.30102999566398,0.176091259055681,0.005,1.5,-0.844079927843852,0.844079927843852,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708,1,0.1771702925523233
p_mis_base,log10_p_mis_base,delta__log10_p_mis_base,log10_p_mis_base,log10,False,none,True,True,-4.80150687200655,0.0137210223448498,-4.79464636083412,-4.80836738317897,-4.80150687200655,0.0137210223448498,-4.79464636083412,-4.80836738317897,1.5794036160375e-05,1.60455141986261e-05,1.55464994856065e-05,1.5794036160375e-05,1.60455141986261e-05,1.55464994856065e-05,-6.0,-1.0,1e-06,0.1,-2.3969862559869,2.3969862559869,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708,1,1.0320982040671989
p_wgd,log10_p_wgd,delta__log10_p_wgd,log10_p_wgd,log10,False,none,True,True,-3.60991329211464,0.0147937412699808,-3.60251642147965,-3.61731016274963,-3.60991329211464,0.0147937412699808,-3.60251642147965,-3.61731016274963,0.0002455199052854,0.0002497373957028,0.0002413736385842,0.0002455199052854,0.0002497373957028,0.0002413736385842,-5.0,-3.0,1e-05,0.001,-1.21982658422928,1.21982658422928,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708,1,1.0346506651167808
gamma_mu,gamma_mu,delta__gamma_mu,gamma_mu,identity,False,none,True,True,1.91875260625021,1.43750521250042,2.63750521250042,1.2,1.91875260625021,1.43750521250042,2.63750521250042,1.2,1.91875260625021,2.63750521250042,1.2,1.91875260625021,2.63750521250042,1.2,1.2,3.5,1.2,3.5,-1.43750521250042,1.43750521250042,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed472,18.8522859133708,1,2.1979210104170166
O2_crit,log10_O2_crit,delta__log10_O2_crit,log10_O2_crit,log10_nonnegative,False,none,True,True,-0.226148508116371,-0.853016623143665,-0.652656819688203,0.200359803455462,-0.226148508116371,-0.853016623143665,-0.652656819688203,0.200359803455462,0.59408897362346,0.222506744860626,1.58620678578554,0.59408897362346,0.222506744860626,1.58620678578554,-4.0,0.397940008672038,0.0001,2.5,-1.24817703357682,1.24817703357682,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed386,18.8581768528694,2,0.14027600112077038
mu_hp,log10_mu_hp,delta__log10_mu_hp,log10_mu_hp,log10,False,none,True,True,-1.79525411246165,1.01155176640467,-1.28947822925931,-2.30102999566398,-1.79525411246165,1.01155176640467,-1.28947822925931,-2.30102999566398,0.0160230758124583,0.0513477916983572,0.005,0.0160230758124583,0.0513477916983572,0.005,-2.30102999566398,-0.522878745280338,0.005,0.3,-1.01155176640467,1.01155176640467,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed386,18.8581768528694,2,10.26955833967144
p_misseg,log10_p_misseg,delta__log10_p_misseg,log10_p_misseg,log10,False,none,True,True,-1.4535458521862,1.04611402577961,-0.930488839296389,-1.976602865076,-1.4535458521862,1.04611402577961,-0.930488839296389,-1.976602865076,0.035192826448372,0.117357584120704,0.0105535150770604,0.035192826448372,0.117357584120704,0.0105535150770604,-2.30102999566398,-0.301029995663981,0.005,0.5,-1.69496828695557,1.69496828695557,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed386,18.8581768528694,2,11.120236552823787
k_o_mis,log10_k_o_mis,delta__log10_k_o_mis,log10_k_o_mis,log10,False,none,True,True,-3.46747209044657,0.959678071247266,-2.98763305482293,-3.9473111260702,-3.46747209044657,0.959678071247266,-2.98763305482293,-3.9473111260702,0.0003408222267376,0.0010288852592723,0.0001128986825222,0.0003408222267376,0.0010288852592723,0.0001128986825222,-5.0,-1.69897000433602,1e-05,0.02,-3.06505581910687,3.06505581910687,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed386,18.8581768528694,2,9.113350450922965
buffer_smax,buffer_smax,delta__buffer_smax,buffer_smax,identity,False,none,True,True,0.954257795077643,-0.091484409844715,0.908515590155285,1.0,0.954257795077643,-0.091484409844715,0.908515590155285,1.0,0.954257795077643,0.908515590155285,1.0,0.954257795077643,0.908515590155285,1.0,0.0,1.0,0.0,1.0,-0.091484409844715,0.091484409844715,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed386,18.8581768528694,2,0.908515590155285
buffer_beta,log10_buffer_beta,delta__log10_buffer_beta,log10_buffer_beta,log10,False,none,True,True,-0.28989539770726,-0.983202273192138,-0.781496534303329,0.201705738888809,-0.28989539770726,-0.983202273192138,-0.781496534303329,0.201705738888809,0.512984924445842,0.165387798276667,1.59113027351929,0.512984924445842,0.165387798276667,1.59113027351929,-2.0,1.0,0.01,10.0,-2.57979079541452,2.57979079541452,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed386,18.8581768528694,2,0.1039435934499941
buffer_n_exp,log10_buffer_n_exp,delta__log10_buffer_n_exp,log10_buffer_n_exp,log10,False,none,True,True,0.749676226334253,0.500647547331493,1.0,0.499352452668507,0.749676226334253,0.500647547331493,1.0,0.499352452668507,5.61922246735227,10.0,3.15756611375965,5.61922246735227,10.0,3.15756611375965,-1.0,1.0,0.1,10.0,-0.500647547331493,0.500647547331493,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed386,18.8581768528694,2,3.1669962368874054
n_O,n_O,delta__n_O,n_O,identity,False,none,True,True,2.02052984291053,0.30391001849108,2.17248485215607,1.86857483366499,2.02052984291053,0.30391001849108,2.17248485215607,1.86857483366499,2.02052984291053,2.17248485215607,1.86857483366499,2.02052984291053,2.17248485215607,1.86857483366499,0.0001,5.0,0.0001,5.0,-4.04085968582106,4.04085968582106,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed386,18.8581768528694,2,1.1626426798733
alpha_o2,log10_alpha_o2,delta__log10_alpha_o2,log10_alpha_o2,log10,False,none,True,True,0.0645171318541569,0.731094255036276,0.430064259372295,-0.301029995663981,0.0645171318541569,0.731094255036276,0.430064259372295,-0.301029995663981,1.16015798063767,2.69193308007453,0.5,1.16015798063767,2.69193308007453,0.5,-0.301029995663981,0.602059991327962,0.5,4.0,-0.731094255036276,0.731094255036276,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed386,18.8581768528694,2,5.38386616014906
gamma_growth,gamma_growth,delta__gamma_growth,gamma_growth,identity,False,none,True,True,2.40379363126653,1.80758726253307,3.30758726253307,1.5,2.40379363126653,1.80758726253307,3.30758726253307,1.5,2.40379363126653,3.30758726253307,1.5,2.40379363126653,3.30758726253307,1.5,1.5,4.5,1.5,4.5,-1.80758726253307,1.80758726253307,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed386,18.8581768528694,2,2.2050581750220464
lam_max,log10_lam_max,delta__log10_lam_max,log10_lam_max,log10,False,none,True,True,-0.245948704866245,-0.751609097698433,-0.621753253715461,0.129855843982972,-0.245948704866245,-0.751609097698433,-0.621753253715461,0.129855843982972,0.567611642861182,0.238916831366556,1.3485151936293,0.567611642861182,0.238916831366556,1.3485151936293,-2.30102999566398,0.176091259055681,0.005,1.5,-0.844079927843852,0.844079927843852,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed386,18.8581768528694,2,0.1771702925523233
p_mis_base,log10_p_mis_base,delta__log10_p_mis_base,log10_p_mis_base,log10,False,none,True,True,-5.06158922438224,0.0137210223448498,-5.05472871320981,-5.06844973555466,-5.06158922438224,0.0137210223448498,-5.05472871320981,-5.06844973555466,8.67782275944203e-06,8.81599401735714e-06,8.54181703118544e-06,8.67782275944203e-06,8.81599401735714e-06,8.54181703118544e-06,-6.0,-1.0,1e-06,0.1,-1.87682155123553,1.87682155123553,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed386,18.8581768528694,2,1.0320982040672029
p_wgd,log10_p_wgd,delta__log10_p_wgd,log10_p_wgd,log10,False,none,True,True,-3.60991329211464,-0.0252583222157502,-3.62254245322252,-3.59728413100677,-3.60991329211464,-0.0252583222157502,-3.62254245322252,-3.59728413100677,0.0002455199052854,0.0002384830661728,0.0002527643780278,0.0002455199052854,0.0002384830661728,0.0002527643780278,-5.0,-3.0,1e-05,0.001,-1.21982658422928,1.21982658422928,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed386,18.8581768528694,2,0.9434995074605439
gamma_mu,gamma_mu,delta__gamma_mu,gamma_mu,identity,False,none,True,True,1.91875260625021,1.43750521250042,2.63750521250042,1.2,1.91875260625021,1.43750521250042,2.63750521250042,1.2,1.91875260625021,2.63750521250042,1.2,1.91875260625021,2.63750521250042,1.2,1.2,3.5,1.2,3.5,-1.43750521250042,1.43750521250042,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed386,18.8581768528694,2,2.1979210104170166
O2_crit,log10_O2_crit,delta__log10_O2_crit,log10_O2_crit,log10_nonnegative,False,none,True,True,-0.226148508116371,-0.853016623143665,-0.652656819688203,0.200359803455462,-0.226148508116371,-0.853016623143665,-0.652656819688203,0.200359803455462,0.59408897362346,0.222506744860626,1.58620678578554,0.59408897362346,0.222506744860626,1.58620678578554,-4.0,0.397940008672038,0.0001,2.5,-1.24817703357682,1.24817703357682,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed494,18.8584608366853,3,0.14027600112077038
mu_hp,log10_mu_hp,delta__log10_mu_hp,log10_mu_hp,log10,False,none,True,True,-1.79525411246165,1.01155176640467,-1.28947822925931,-2.30102999566398,-1.79525411246165,1.01155176640467,-1.28947822925931,-2.30102999566398,0.0160230758124583,0.0513477916983572,0.005,0.0160230758124583,0.0513477916983572,0.005,-2.30102999566398,-0.522878745280338,0.005,0.3,-1.01155176640467,1.01155176640467,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed494,18.8584608366853,3,10.26955833967144
p_misseg,log10_p_misseg,delta__log10_p_misseg,log10_p_misseg,log10,False,none,True,True,-1.4535458521862,1.04611402577961,-0.930488839296389,-1.976602865076,-1.4535458521862,1.04611402577961,-0.930488839296389,-1.976602865076,0.035192826448372,0.117357584120704,0.0105535150770604,0.035192826448372,0.117357584120704,0.0105535150770604,-2.30102999566398,-0.301029995663981,0.005,0.5,-1.69496828695557,1.69496828695557,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed494,18.8584608366853,3,11.120236552823787
k_o_mis,log10_k_o_mis,delta__log10_k_o_mis,log10_k_o_mis,log10,False,none,True,True,-3.46747209044657,0.959678071247266,-2.98763305482293,-3.9473111260702,-3.46747209044657,0.959678071247266,-2.98763305482293,-3.9473111260702,0.0003408222267376,0.0010288852592723,0.0001128986825222,0.0003408222267376,0.0010288852592723,0.0001128986825222,-5.0,-1.69897000433602,1e-05,0.02,-3.06505581910687,3.06505581910687,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed494,18.8584608366853,3,9.113350450922965
buffer_smax,buffer_smax,delta__buffer_smax,buffer_smax,identity,False,none,True,True,0.954257795077643,-0.091484409844715,0.908515590155285,1.0,0.954257795077643,-0.091484409844715,0.908515590155285,1.0,0.954257795077643,0.908515590155285,1.0,0.954257795077643,0.908515590155285,1.0,0.0,1.0,0.0,1.0,-0.091484409844715,0.091484409844715,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed494,18.8584608366853,3,0.908515590155285
buffer_beta,log10_buffer_beta,delta__log10_buffer_beta,log10_buffer_beta,log10,False,none,True,True,-0.28989539770726,-0.983202273192138,-0.781496534303329,0.201705738888809,-0.28989539770726,-0.983202273192138,-0.781496534303329,0.201705738888809,0.512984924445842,0.165387798276667,1.59113027351929,0.512984924445842,0.165387798276667,1.59113027351929,-2.0,1.0,0.01,10.0,-2.57979079541452,2.57979079541452,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed494,18.8584608366853,3,0.1039435934499941
buffer_n_exp,log10_buffer_n_exp,delta__log10_buffer_n_exp,log10_buffer_n_exp,log10,False,none,True,True,0.749676226334253,0.500647547331493,1.0,0.499352452668507,0.749676226334253,0.500647547331493,1.0,0.499352452668507,5.61922246735227,10.0,3.15756611375965,5.61922246735227,10.0,3.15756611375965,-1.0,1.0,0.1,10.0,-0.500647547331493,0.500647547331493,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed494,18.8584608366853,3,3.1669962368874054
n_O,n_O,delta__n_O,n_O,identity,False,none,True,True,2.02052984291053,0.30391001849108,2.17248485215607,1.86857483366499,2.02052984291053,0.30391001849108,2.17248485215607,1.86857483366499,2.02052984291053,2.17248485215607,1.86857483366499,2.02052984291053,2.17248485215607,1.86857483366499,0.0001,5.0,0.0001,5.0,-4.04085968582106,4.04085968582106,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed494,18.8584608366853,3,1.1626426798733
alpha_o2,log10_alpha_o2,delta__log10_alpha_o2,log10_alpha_o2,log10,False,none,True,True,0.0645171318541569,0.731094255036276,0.430064259372295,-0.301029995663981,0.0645171318541569,0.731094255036276,0.430064259372295,-0.301029995663981,1.16015798063767,2.69193308007453,0.5,1.16015798063767,2.69193308007453,0.5,-0.301029995663981,0.602059991327962,0.5,4.0,-0.731094255036276,0.731094255036276,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed494,18.8584608366853,3,5.38386616014906
gamma_growth,gamma_growth,delta__gamma_growth,gamma_growth,identity,False,none,True,True,2.40379363126653,1.80758726253307,3.30758726253307,1.5,2.40379363126653,1.80758726253307,3.30758726253307,1.5,2.40379363126653,3.30758726253307,1.5,2.40379363126653,3.30758726253307,1.5,1.5,4.5,1.5,4.5,-1.80758726253307,1.80758726253307,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed494,18.8584608366853,3,2.2050581750220464
lam_max,log10_lam_max,delta__log10_lam_max,log10_lam_max,log10,False,none,True,True,-0.245948704866245,-0.751609097698433,-0.621753253715461,0.129855843982972,-0.245948704866245,-0.751609097698433,-0.621753253715461,0.129855843982972,0.567611642861182,0.238916831366556,1.3485151936293,0.567611642861182,0.238916831366556,1.3485151936293,-2.30102999566398,0.176091259055681,0.005,1.5,-0.844079927843852,0.844079927843852,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed494,18.8584608366853,3,0.1771702925523233
p_mis_base,log10_p_mis_base,delta__log10_p_mis_base,log10_p_mis_base,log10,False,none,True,True,-5.06158922438224,0.0172446014838095,-5.05296692364033,-5.07021152512414,-5.06158922438224,0.0172446014838095,-5.05296692364033,-5.07021152512414,8.67782275944203e-06,8.85183023805384e-06,8.50723588445666e-06,8.67782275944203e-06,8.85183023805384e-06,8.50723588445666e-06,-6.0,-1.0,1e-06,0.1,-1.87682155123553,1.87682155123553,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed494,18.8584608366853,3,1.040506030193283
p_wgd,log10_p_wgd,delta__log10_p_wgd,log10_p_wgd,log10,False,none,True,True,-3.60991329211464,-0.0067919863734539,-3.61330928530137,-3.60651729892791,-3.60991329211464,-0.0067919863734539,-3.61330928530137,-3.60651729892791,0.0002455199052854,0.0002436075335479,0.0002474472895539,0.0002455199052854,0.0002436075335479,0.0002474472895539,-5.0,-3.0,1e-05,0.001,-1.21982658422928,1.21982658422928,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed494,18.8584608366853,3,0.9844825295402413
gamma_mu,gamma_mu,delta__gamma_mu,gamma_mu,identity,False,none,True,True,1.91875260625021,1.43750521250042,2.63750521250042,1.2,1.91875260625021,1.43750521250042,2.63750521250042,1.2,1.91875260625021,2.63750521250042,1.2,1.91875260625021,2.63750521250042,1.2,1.2,3.5,1.2,3.5,-1.43750521250042,1.43750521250042,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed494,18.8584608366853,3,2.1979210104170166
O2_crit,log10_O2_crit,delta__log10_O2_crit,log10_O2_crit,log10_nonnegative,False,none,True,True,-0.226148508116371,-0.853016623143665,-0.652656819688203,0.200359803455462,-0.226148508116371,-0.853016623143665,-0.652656819688203,0.200359803455462,0.59408897362346,0.222506744860626,1.58620678578554,0.59408897362346,0.222506744860626,1.58620678578554,-4.0,0.397940008672038,0.0001,2.5,-1.24817703357682,1.24817703357682,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed71,18.8597059816659,4,0.14027600112077038
mu_hp,log10_mu_hp,delta__log10_mu_hp,log10_mu_hp,log10,False,none,True,True,-1.79525411246165,1.01155176640467,-1.28947822925931,-2.30102999566398,-1.79525411246165,1.01155176640467,-1.28947822925931,-2.30102999566398,0.0160230758124583,0.0513477916983572,0.005,0.0160230758124583,0.0513477916983572,0.005,-2.30102999566398,-0.522878745280338,0.005,0.3,-1.01155176640467,1.01155176640467,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed71,18.8597059816659,4,10.26955833967144
p_misseg,log10_p_misseg,delta__log10_p_misseg,log10_p_misseg,log10,False,none,True,True,-1.4535458521862,1.04611402577961,-0.930488839296389,-1.976602865076,-1.4535458521862,1.04611402577961,-0.930488839296389,-1.976602865076,0.035192826448372,0.117357584120704,0.0105535150770604,0.035192826448372,0.117357584120704,0.0105535150770604,-2.30102999566398,-0.301029995663981,0.005,0.5,-1.69496828695557,1.69496828695557,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed71,18.8597059816659,4,11.120236552823787
k_o_mis,log10_k_o_mis,delta__log10_k_o_mis,log10_k_o_mis,log10,False,none,True,True,-3.46747209044657,0.959678071247266,-2.98763305482293,-3.9473111260702,-3.46747209044657,0.959678071247266,-2.98763305482293,-3.9473111260702,0.0003408222267376,0.0010288852592723,0.0001128986825222,0.0003408222267376,0.0010288852592723,0.0001128986825222,-5.0,-1.69897000433602,1e-05,0.02,-3.06505581910687,3.06505581910687,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed71,18.8597059816659,4,9.113350450922965
buffer_smax,buffer_smax,delta__buffer_smax,buffer_smax,identity,False,none,True,True,0.954257795077643,-0.091484409844715,0.908515590155285,1.0,0.954257795077643,-0.091484409844715,0.908515590155285,1.0,0.954257795077643,0.908515590155285,1.0,0.954257795077643,0.908515590155285,1.0,0.0,1.0,0.0,1.0,-0.091484409844715,0.091484409844715,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed71,18.8597059816659,4,0.908515590155285
buffer_beta,log10_buffer_beta,delta__log10_buffer_beta,log10_buffer_beta,log10,False,none,True,True,-0.28989539770726,-0.983202273192138,-0.781496534303329,0.201705738888809,-0.28989539770726,-0.983202273192138,-0.781496534303329,0.201705738888809,0.512984924445842,0.165387798276667,1.59113027351929,0.512984924445842,0.165387798276667,1.59113027351929,-2.0,1.0,0.01,10.0,-2.57979079541452,2.57979079541452,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed71,18.8597059816659,4,0.1039435934499941
buffer_n_exp,log10_buffer_n_exp,delta__log10_buffer_n_exp,log10_buffer_n_exp,log10,False,none,True,True,0.749676226334253,0.500647547331493,1.0,0.499352452668507,0.749676226334253,0.500647547331493,1.0,0.499352452668507,5.61922246735227,10.0,3.15756611375965,5.61922246735227,10.0,3.15756611375965,-1.0,1.0,0.1,10.0,-0.500647547331493,0.500647547331493,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed71,18.8597059816659,4,3.1669962368874054
n_O,n_O,delta__n_O,n_O,identity,False,none,True,True,2.02052984291053,0.30391001849108,2.17248485215607,1.86857483366499,2.02052984291053,0.30391001849108,2.17248485215607,1.86857483366499,2.02052984291053,2.17248485215607,1.86857483366499,2.02052984291053,2.17248485215607,1.86857483366499,0.0001,5.0,0.0001,5.0,-4.04085968582106,4.04085968582106,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed71,18.8597059816659,4,1.1626426798733
alpha_o2,log10_alpha_o2,delta__log10_alpha_o2,log10_alpha_o2,log10,False,none,True,True,0.0645171318541569,0.731094255036276,0.430064259372295,-0.301029995663981,0.0645171318541569,0.731094255036276,0.430064259372295,-0.301029995663981,1.16015798063767,2.69193308007453,0.5,1.16015798063767,2.69193308007453,0.5,-0.301029995663981,0.602059991327962,0.5,4.0,-0.731094255036276,0.731094255036276,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed71,18.8597059816659,4,5.38386616014906
gamma_growth,gamma_growth,delta__gamma_growth,gamma_growth,identity,False,none,True,True,2.40379363126653,1.80758726253307,3.30758726253307,1.5,2.40379363126653,1.80758726253307,3.30758726253307,1.5,2.40379363126653,3.30758726253307,1.5,2.40379363126653,3.30758726253307,1.5,1.5,4.5,1.5,4.5,-1.80758726253307,1.80758726253307,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed71,18.8597059816659,4,2.2050581750220464
lam_max,log10_lam_max,delta__log10_lam_max,log10_lam_max,log10,False,none,True,True,-0.245948704866245,-0.751609097698433,-0.621753253715461,0.129855843982972,-0.245948704866245,-0.751609097698433,-0.621753253715461,0.129855843982972,0.567611642861182,0.238916831366556,1.3485151936293,0.567611642861182,0.238916831366556,1.3485151936293,-2.30102999566398,0.176091259055681,0.005,1.5,-0.844079927843852,0.844079927843852,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed71,18.8597059816659,4,0.1771702925523233
p_mis_base,log10_p_mis_base,delta__log10_p_mis_base,log10_p_mis_base,log10,False,none,True,True,-5.61595147823096,0.0119589252880799,-5.60997201558692,-5.621930940875,-5.61595147823096,0.0119589252880799,-5.60997201558692,-5.621930940875,2.42129955253289e-06,2.45486709361357e-06,2.38819100974874e-06,2.42129955253289e-06,2.45486709361357e-06,2.38819100974874e-06,-6.0,-1.0,1e-06,0.1,-0.768097043538081,0.768097043538081,fit_joint_tsne_vi_seed366_C01Sc01_vt_seed10,seed71,18.8597059816659,4,1.0279190749787828
