parameter	split_enabled	center_name	delta_name	center_transformed	delta_transformed	vivo_transformed	vitro_transformed	center_natural	vivo_natural	vitro_natural	delta_interpretable	natural_difference_vivo_to_vitro	transformed_difference_vivo_to_vitro	log10_ratio_vivo_to_vitro	fold_change_vivo_to_vitro	ratio_vivo_to_vitro	logit_vivo	logit_vitro	logit_difference_vivo_to_vitro	odds_ratio_vivo_to_vitro	regularization_sigma	penalty_type	welsch_c	welsch_transition_delta	abs_delta_over_sigma	welsch_saturation_fraction	penalty_region	penalty_paid	joint_union_lower_transformed	joint_union_upper_transformed	joint_union_lower_bound	joint_union_upper_bound	feasible_at_solution	feasible_before_projection	projection_applied	projection_action	center_raw_transformed	delta_raw_transformed	vivo_raw_transformed	vitro_raw_transformed	center_raw_natural	vivo_raw_natural	vitro_raw_natural	delta_dynamic_lower_transformed	delta_dynamic_upper_transformed	solution	objective	objective_delta
lam_max	TRUE	log10_lam_max	delta__log10_lam_max	-0.246052675587283	-0.75181703914051	-0.621961195157538	0.129855843982972	0.567475772085329	0.238802464684995	1.3485151936293	-0.75181703914051	-1.1097127289443	-0.75181703914051	-0.75181703914051	0.1770854832138	0.1770854832138	NA	NA	NA	NA	0.65	welsch	0.4	0.26	1.15664159867771	0.999766276946059	saturating	0.0799813021556847	-2.30102999566398	0.176091259055681	0.005	1.5	TRUE	TRUE	FALSE	none	-0.246052675587283	-0.75181703914051	-0.621961195157538	0.129855843982972	0.567475772085329	0.238802464684995	1.3485151936293	-0.844287869285929	0.844287869285929	tsne_vi_seed25_C02Sc01_vt_seed10	18.9704641759336	0.1181782625628
p_mis_base	TRUE	log10_p_mis_base	delta__log10_p_mis_base	-4.18677077431139	1.76335792248655	-3.30509181306811	-5.06844973555466	6.50472926944133e-05	0.000495345460037965	8.54181703118544e-06	1.76335792248655	0.000486803643006779	1.76335792248655	1.76335792248655	57.9906427671654	57.9906427671654	-7.60975967156317	-11.6705282638243	4.0607685922611	58.0188868138851	0.65	welsch	0.4	0.26	2.712858342287	1	saturating	0.08	-6	-1	1e-06	0.1	TRUE	TRUE	FALSE	none	-4.18677077431139	1.76335792248655	-3.30509181306811	-5.06844973555466	6.50472926944133e-05	0.000495345460037965	8.54181703118544e-06	-3.62645845137723	3.62645845137723	tsne_vi_seed25_C02Sc01_vt_seed10	18.9704641759336	0.1181782625628
p_wgd	TRUE	log10_p_wgd	delta__log10_p_wgd	-4.19319261129693	-1.42658002022422	-4.90648262140905	-3.47990260118482	6.40925260688811e-05	1.24027325450911e-05	0.00033120539227592	-1.42658002022422	-0.000318802659730828	-1.42658002022422	-1.42658002022422	0.0374472542849141	0.0374472542849141	-11.2975813402814	-8.01244059430648	-3.28514074597488	0.0374353158525793	0.65	welsch	0.4	0.26	2.19473849265265	0.999999999999916	saturating	0.0799999999999933	-5	-3	1e-05	0.001	TRUE	TRUE	FALSE	none	-4.19319261129693	-1.42658002022422	-4.90648262140905	-3.47990260118482	6.40925260688811e-05	1.24027325450911e-05	0.00033120539227592	-1.61361477740613	1.61361477740613	tsne_vi_seed25_C02Sc01_vt_seed10	18.9704641759336	0.1181782625628
gamma_mu	TRUE	gamma_mu	delta__gamma_mu	1.9393617447558	1.4787234895116	2.6787234895116	1.2	1.9393617447558	2.6787234895116	1.2	1.4787234895116	1.4787234895116	1.4787234895116	NA	2.232269574593	2.232269574593	NA	NA	NA	NA	0.65	welsch	0.4	0.26	2.27495921463323	0.999999999999991	saturating	0.0799999999999993	1.2	3.5	1.2	3.5	TRUE	TRUE	FALSE	none	1.9393617447558	1.4787234895116	2.6787234895116	1.2	1.9393617447558	2.6787234895116	1.2	-1.4787234895116	1.4787234895116	tsne_vi_seed25_C02Sc01_vt_seed10	18.9704641759336	0.1181782625628
O2_crit	TRUE	log10_O2_crit	delta__log10_O2_crit	0.0924359284040376	-0.215847750102848	-0.0154879466473867	0.200359803455462	1.23718865365548	0.964966092977485	1.58620678578554	-0.215847750102848	-0.621240692808055	-0.215847750102848	-0.215847750102848	0.608348231532501	0.608348231532501	NA	NA	NA	NA	0.65	welsch	0.4	0.26	0.33207346169669	0.498024969099835	near_quadratic	0.0398419975279868	-4	0.397940008672038	1e-04	2.5	TRUE	TRUE	FALSE	none	0.0924359284040376	-0.215847750102848	-0.0154879466473867	0.200359803455462	1.23718865365548	0.964966092977485	1.58620678578554	-0.611008160536	0.611008160536	tsne_vi_seed322_C02Sc02_vt_seed10	18.8900595387654	0.0377736253945997
mu_hp	TRUE	log10_mu_hp	delta__log10_mu_hp	-1.79359090564571	1.01487818003654	-1.28615181562744	-2.30102999566398	0.0160845566395185	0.0517425924579758	0.005	1.01487818003654	0.0467425924579758	1.01487818003654	1.01487818003654	10.3485184915952	10.3485184915952	NA	NA	NA	NA	0.65	welsch	0.4	0.26	1.56135104621006	0.999999758490447	saturating	0.0799999806792358	-2.30102999566398	-0.522878745280338	0.005	0.3	TRUE	TRUE	FALSE	none	-1.79359090564571	1.01487818003654	-1.28615181562744	-2.30102999566398	0.0160845566395185	0.0517425924579758	0.005	-1.01487818003654	1.01487818003654	tsne_vi_seed322_C02Sc02_vt_seed10	18.8900595387654	0.0377736253945997
p_misseg	TRUE	log10_p_misseg	delta__log10_p_misseg	-1.44979387924752	1.05361797165697	-0.922984893419034	-1.976602865076	0.0354981827387303	0.119402963709347	0.0105535150770604	1.05361797165697	0.108849448632287	1.05361797165697	1.05361797165697	11.3140468211285	11.3140468211285	-1.99809610542238	-4.54068669354326	2.54259058812087	12.7125613601591	0.65	welsch	0.4	0.26	1.62095072562611	0.999999926188984	saturating	0.0799999940951187	-2.30102999566398	-0.301029995663981	0.005	0.5	TRUE	TRUE	FALSE	none	-1.44979387924752	1.05361797165697	-0.922984893419034	-1.976602865076	0.0354981827387303	0.119402963709347	0.0105535150770604	-1.70247223283293	1.70247223283293	tsne_vi_seed322_C02Sc02_vt_seed10	18.8900595387654	0.0377736253945997
k_o_mis	TRUE	log10_k_o_mis	delta__log10_k_o_mis	-3.16076515789878	1.57309193634285	-2.37421918972735	-3.9473111260702	0.000690613147751165	0.00422455345971613	0.000112898682522252	1.57309193634285	0.00411165477719388	1.57309193634285	1.57309193634285	37.4189792594213	37.4189792594213	NA	NA	NA	NA	0.65	welsch	0.4	0.26	2.42014144052746	1	saturating	0.08	-5	-1.69897000433602	1e-05	0.02	TRUE	TRUE	FALSE	none	-3.16076515789878	1.57309193634285	-2.37421918972735	-3.9473111260702	0.000690613147751165	0.00422455345971613	0.000112898682522252	-2.92359030712551	2.92359030712551	tsne_vi_seed322_C02Sc02_vt_seed10	18.8900595387654	0.0377736253945997
buffer_smax	TRUE	buffer_smax	delta__buffer_smax	0.95076317634421	-0.098473647311579	0.901526352688421	1	0.95076317634421	0.901526352688421	1	-0.098473647311579	-0.098473647311579	-0.098473647311579	NA	0.901526352688421	0.901526352688421	NA	NA	NA	NA	0.65	welsch	0.4	0.26	0.151497918940891	0.133633822058846	near_quadratic	0.0106907057647077	0	1	0	1	TRUE	TRUE	FALSE	none	0.95076317634421	-0.098473647311579	0.901526352688421	1	0.95076317634421	0.901526352688421	1	-0.098473647311579	0.098473647311579	tsne_vi_seed322_C02Sc02_vt_seed10	18.8900595387654	0.0377736253945997
buffer_beta	TRUE	log10_buffer_beta	delta__log10_buffer_beta	-0.348323706232239	-1.1000588902421	-0.898353151353286	0.201705738888809	0.448411037177796	0.126370833117348	1.59113027351929	-1.1000588902421	-1.46475944040194	-1.1000588902421	-1.1000588902421	0.0794220531282073	0.0794220531282073	NA	NA	NA	NA	0.65	welsch	0.4	0.26	1.69239829268015	0.999999983190555	saturating	0.0799999986552444	-2	1	0.01	10	TRUE	TRUE	FALSE	none	-0.348323706232239	-1.1000588902421	-0.898353151353286	0.201705738888809	0.448411037177796	0.126370833117348	1.59113027351929	-2.69664741246448	2.69664741246448	tsne_vi_seed322_C02Sc02_vt_seed10	18.8900595387654	0.0377736253945997
buffer_n_exp	TRUE	log10_buffer_n_exp	delta__log10_buffer_n_exp	0.749676226334253	0.500647547331493	1	0.499352452668507	5.61922246735227	10	3.15756611375965	0.500647547331493	6.84243388624035	0.500647547331493	0.500647547331493	3.1669962368874	3.1669962368874	NA	NA	NA	NA	0.65	welsch	0.4	0.26	0.770226995894605	0.975468816075587	saturating	0.0780375052860469	-1	1	0.1	10	TRUE	TRUE	FALSE	none	0.749676226334253	0.500647547331493	1	0.499352452668507	5.61922246735227	10	3.15756611375965	-0.500647547331493	0.500647547331493	tsne_vi_seed322_C02Sc02_vt_seed10	18.8900595387654	0.0377736253945997
n_O	TRUE	n_O	delta__n_O	2.77154338922664	1.80593711112329	3.67451194478828	1.86857483366499	2.77154338922664	3.67451194478828	1.86857483366499	1.80593711112329	1.80593711112329	1.80593711112329	NA	1.96647834412987	1.96647834412987	NA	NA	NA	NA	0.65	welsch	0.4	0.26	2.77836478634352	1	saturating	0.08	1e-04	5	1e-04	5	TRUE	TRUE	FALSE	none	2.77154338922664	1.80593711112329	3.67451194478828	1.86857483366499	2.77154338922664	3.67451194478828	1.86857483366499	-4.45691322154673	4.45691322154673	tsne_vi_seed322_C02Sc02_vt_seed10	18.8900595387654	0.0377736253945997
alpha_o2	TRUE	log10_alpha_o2	delta__log10_alpha_o2	-0.301029956497697	7.83325682096603e-08	-0.301029917331413	-0.301029995663981	0.500000045091853	0.50000009018371	0.5	7.83325682096603e-08	9.01837100553138e-08	7.83325682096603e-08	7.83325682096603e-08	1.00000018036742	1.00000018036742	NA	NA	NA	NA	0.65	welsch	0.4	0.26	1.20511643399477e-07	9.08162434143378e-14	near_quadratic	7.26529947314703e-15	-0.301029995663981	0.602059991327962	0.5	4	TRUE	TRUE	FALSE	none	-0.301029956497697	7.83325682096603e-08	-0.301029917331413	-0.301029995663981	0.500000045091853	0.50000009018371	0.5	-7.83325682096603e-08	7.83325682096603e-08	tsne_vi_seed322_C02Sc02_vt_seed10	18.8900595387654	0.0377736253945997
gamma_growth	TRUE	gamma_growth	delta__gamma_growth	2.02418907514387	1.04837815028773	2.54837815028773	1.5	2.02418907514387	2.54837815028773	1.5	1.04837815028773	1.04837815028773	1.04837815028773	NA	1.69891876685849	1.69891876685849	NA	NA	NA	NA	0.65	welsch	0.4	0.26	1.61288946198112	0.999999913127786	saturating	0.0799999930502229	1.5	4.5	1.5	4.5	TRUE	TRUE	FALSE	none	2.02418907514387	1.04837815028773	2.54837815028773	1.5	2.02418907514387	2.54837815028773	1.5	-1.04837815028773	1.04837815028773	tsne_vi_seed322_C02Sc02_vt_seed10	18.8900595387654	0.0377736253945997
lam_max	TRUE	log10_lam_max	delta__log10_lam_max	-0.239008047714046	-0.737727783394035	-0.607871939411063	0.129855843982972	0.576755775693567	0.246676660646755	1.3485151936293	-0.737727783394035	-1.10183853298255	-0.737727783394035	-0.737727783394035	0.182924643201733	0.182924643201733	NA	NA	NA	NA	0.65	welsch	0.4	0.26	1.13496582060621	0.99968119194258	saturating	0.0799744953554064	-2.30102999566398	0.176091259055681	0.005	1.5	TRUE	TRUE	FALSE	none	-0.239008047714046	-0.737727783394035	-0.607871939411063	0.129855843982972	0.576755775693567	0.246676660646755	1.3485151936293	-0.830198613539454	0.830198613539454	tsne_vi_seed322_C02Sc02_vt_seed10	18.8900595387654	0.0377736253945997
p_mis_base	TRUE	log10_p_mis_base	delta__log10_p_mis_base	-3.50148422112938	3.13393102885057	-1.93451870670409	-5.06844973555466	0.000315148887862442	0.0116273646647229	8.54181703118544e-06	3.13393102885057	0.0116188228476917	3.13393102885057	3.13393102885057	1361.22848596176	1361.22848596176	-4.44269844510378	-11.6705282638243	7.22782981872048	1377.23041890505	0.65	welsch	0.4	0.26	4.8214323520778	1	saturating	0.08	-6	-1	1e-06	0.1	TRUE	TRUE	FALSE	none	-3.50148422112938	3.13393102885057	-1.93451870670409	-5.06844973555466	0.000315148887862442	0.0116273646647229	8.54181703118544e-06	-4.99703155774125	4.99703155774125	tsne_vi_seed322_C02Sc02_vt_seed10	18.8900595387654	0.0377736253945997
p_wgd	TRUE	log10_p_wgd	delta__log10_p_wgd	-3.36111016288019	-0.0786205090075543	-3.40042041738396	-3.32179990837641	0.000435401416012413	0.000397721970656374	0.00047665054247004	-0.0786205090075542	-7.89285718136663e-05	-0.0786205090075542	-0.0786205090075542	0.834409982196491	0.834409982196491	-7.82935956189789	-7.64825018676006	-0.181109375137832	0.83434409720438	0.65	welsch	0.4	0.26	0.120954629242391	0.0873817743800924	near_quadratic	0.0069905419504074	-5	-3	1e-05	0.001	TRUE	TRUE	FALSE	none	-3.36111016288019	-0.0786205090075543	-3.40042041738396	-3.32179990837641	0.000435401416012413	0.000397721970656374	0.00047665054247004	-0.722220325760372	0.722220325760372	tsne_vi_seed322_C02Sc02_vt_seed10	18.8900595387654	0.0377736253945997
gamma_mu	TRUE	gamma_mu	delta__gamma_mu	1.87660333667694	1.35320667335387	2.55320667335387	1.2	1.87660333667694	2.55320667335387	1.2	1.35320667335387	1.35320667335387	1.35320667335387	NA	2.12767222779489	2.12767222779489	NA	NA	NA	NA	0.65	welsch	0.4	0.26	2.08185642054441	0.999999999998279	saturating	0.0799999999998624	1.2	3.5	1.2	3.5	TRUE	TRUE	FALSE	none	1.87660333667694	1.35320667335387	2.55320667335387	1.2	1.87660333667694	2.55320667335387	1.2	-1.35320667335387	1.35320667335387	tsne_vi_seed322_C02Sc02_vt_seed10	18.8900595387654	0.0377736253945997
O2_crit	TRUE	log10_O2_crit	delta__log10_O2_crit	-0.174725329727572	-0.707839637125871	-0.528645148290508	0.179194488835363	0.668766746493947	0.296043037597807	1.51075656041509	-0.707839637125871	-1.21471352281729	-0.707839637125871	-0.707839637125871	0.195956810881871	0.195956810881871	NA	NA	NA	NA	0.65	welsch	0.4	0.26	1.08898405711672	0.999395911126375	saturating	0.07995167289011	-4	0.397940008672038	1e-04	2.5	TRUE	TRUE	FALSE	none	-0.174725329727572	-0.707839637125871	-0.528645148290508	0.179194488835363	0.668766746493947	0.296043037597807	1.51075656041509	-1.14533067679922	1.14533067679922	tsne_vi_seed138_C03Sc01_vt_seed10	19.9782357885732	1.1259498752024
mu_hp	TRUE	log10_mu_hp	delta__log10_mu_hp	-1.54656298245412	1.50893402641973	-0.79209596924425	-2.30102999566398	0.0284077617875923	0.161400185956118	0.005	1.50893402641973	0.156400185956118	1.50893402641973	1.50893402641973	32.2800371912236	32.2800371912236	NA	NA	NA	NA	0.65	welsch	0.4	0.26	2.32143696372266	0.999999999999998	saturating	0.0799999999999998	-2.30102999566398	-0.522878745280338	0.005	0.3	TRUE	TRUE	FALSE	none	-1.54656298245412	1.50893402641973	-0.79209596924425	-2.30102999566398	0.0284077617875923	0.161400185956118	0.005	-1.50893402641973	1.50893402641973	tsne_vi_seed138_C03Sc01_vt_seed10	19.9782357885732	1.1259498752024
p_misseg	TRUE	log10_p_misseg	delta__log10_p_misseg	-1.13881643036999	1.67557286941202	-0.301029995663981	-1.976602865076	0.072641293618232	0.5	0.0105535150770604	1.67557286941202	0.48944648492294	1.67557286941202	1.67557286941202	47.3775795409458	47.3775795409458	-1.11022302462516e-16	-4.54068669354326	4.54068669354326	93.7551590818917	0.65	welsch	0.4	0.26	2.57780441448003	1	saturating	0.08	-2.30102999566398	-0.301029995663981	0.005	0.5	TRUE	TRUE	FALSE	none	-1.13881643036999	1.67557286941202	-0.301029995663981	-1.976602865076	0.072641293618232	0.5	0.0105535150770604	-1.67557286941202	1.67557286941202	tsne_vi_seed138_C03Sc01_vt_seed10	19.9782357885732	1.1259498752024
k_o_mis	TRUE	log10_k_o_mis	delta__log10_k_o_mis	-3.28161315880086	1.33139593453867	-2.61591519153153	-3.9473111260702	0.000522861712751129	0.00242150186834254	0.000112898682522252	1.33139593453867	0.00230860318582029	1.33139593453867	1.33139593453867	21.4484510735125	21.4484510735125	NA	NA	NA	NA	0.65	welsch	0.4	0.26	2.0483014377518	0.999999999995908	saturating	0.0799999999996727	-5	-1.69897000433602	1e-05	0.02	TRUE	TRUE	FALSE	none	-3.28161315880086	1.33139593453867	-2.61591519153153	-3.9473111260702	0.000522861712751129	0.00242150186834254	0.000112898682522252	-3.16528630892969	3.16528630892969	tsne_vi_seed138_C03Sc01_vt_seed10	19.9782357885732	1.1259498752024
buffer_smax	TRUE	buffer_smax	delta__buffer_smax	0.997390253792811	-0.00521949241437902	0.994780507585621	1	0.997390253792811	0.994780507585621	1	-0.00521949241437891	-0.00521949241437891	-0.00521949241437891	NA	0.994780507585621	0.994780507585621	NA	NA	NA	NA	0.65	welsch	0.4	0.26	0.00802998832981388	0.00040292325821889	near_quadratic	3.22338606575112e-05	0	1	0	1	TRUE	TRUE	FALSE	none	0.997390253792811	-0.00521949241437902	0.994780507585621	1	0.997390253792811	0.994780507585621	1	-0.00521949241437891	0.00521949241437891	tsne_vi_seed138_C03Sc01_vt_seed10	19.9782357885732	1.1259498752024
buffer_beta	TRUE	log10_buffer_beta	delta__log10_buffer_beta	-0.575886287278859	-1.55518405233534	-1.35347831344653	0.201705738888809	0.265530071689194	0.0443120341210791	1.59113027351929	-1.55518405233534	-1.54681823939821	-1.55518405233534	-1.55518405233534	0.0278494067132975	0.0278494067132975	NA	NA	NA	NA	0.65	welsch	0.4	0.26	2.39259084974667	1	saturating	0.08	-2	1	0.01	10	TRUE	TRUE	FALSE	none	-0.575886287278859	-1.55518405233534	-1.35347831344653	0.201705738888809	0.265530071689194	0.0443120341210791	1.59113027351929	-2.84822742544228	2.84822742544228	tsne_vi_seed138_C03Sc01_vt_seed10	19.9782357885732	1.1259498752024
buffer_n_exp	TRUE	log10_buffer_n_exp	delta__log10_buffer_n_exp	-0.0657285004210214	-1.13016190617906	-0.630809453510549	0.499352452668507	0.859550702459219	0.233986362749007	3.15756611375965	-1.13016190617906	-2.92357975101064	-1.13016190617906	-1.13016190617906	0.0741033930309076	0.0741033930309076	NA	NA	NA	NA	0.65	welsch	0.4	0.26	1.73871062489086	0.999999993773593	saturating	0.0799999995018875	-1	1	0.1	10	TRUE	TRUE	FALSE	none	-0.0657285004210214	-1.13016190617906	-0.630809453510549	0.499352452668507	0.859550702459219	0.233986362749007	3.15756611375965	-1.86854299915796	1.86854299915796	tsne_vi_seed138_C03Sc01_vt_seed10	19.9782357885732	1.1259498752024
n_O	TRUE	n_O	delta__n_O	2.55517829746501	1.37320692760003	3.24178176126502	1.86857483366499	2.55517829746501	3.24178176126502	1.86857483366499	1.37320692760003	1.37320692760003	1.37320692760003	NA	1.73489533459393	1.73489533459393	NA	NA	NA	NA	0.65	welsch	0.4	0.26	2.11262604246158	0.999999999999232	saturating	0.0799999999999386	1e-04	5	1e-04	5	TRUE	TRUE	FALSE	none	2.55517829746501	1.37320692760003	3.24178176126502	1.86857483366499	2.55517829746501	3.24178176126502	1.86857483366499	-4.88964340506999	4.88964340506999	tsne_vi_seed138_C03Sc01_vt_seed10	19.9782357885732	1.1259498752024
alpha_o2	TRUE	log10_alpha_o2	delta__log10_alpha_o2	0.101371914305943	0.804803819939848	0.503773824275867	-0.301029995663981	1.26290858150935	3.18987617049993	0.5	0.804803819939848	2.68987617049993	0.804803819939848	0.804803819939848	6.37975234099986	6.37975234099986	NA	NA	NA	NA	0.65	welsch	0.4	0.26	1.23815972298438	0.999931006404232	saturating	0.0799944805123386	-0.301029995663981	0.602059991327962	0.5	4	TRUE	TRUE	FALSE	none	0.101371914305943	0.804803819939848	0.503773824275867	-0.301029995663981	1.26290858150935	3.18987617049993	0.5	-0.804803819939848	0.804803819939848	tsne_vi_seed138_C03Sc01_vt_seed10	19.9782357885732	1.1259498752024
gamma_growth	TRUE	gamma_growth	delta__gamma_growth	1.87124074243996	0.74248148487991	2.24248148487991	1.5	1.87124074243996	2.24248148487991	1.5	0.74248148487991	0.74248148487991	0.74248148487991	NA	1.49498765658661	1.49498765658661	NA	NA	NA	NA	0.65	welsch	0.4	0.26	1.14227920750755	0.99971270792432	saturating	0.0799770166339456	1.5	4.5	1.5	4.5	TRUE	TRUE	FALSE	none	1.87124074243996	0.74248148487991	2.24248148487991	1.5	1.87124074243996	2.24248148487991	1.5	-0.74248148487991	0.74248148487991	tsne_vi_seed138_C03Sc01_vt_seed10	19.9782357885732	1.1259498752024
lam_max	TRUE	log10_lam_max	delta__log10_lam_max	-0.372223704537548	-1.0028032418014	-0.87362532543825	0.129177916363154	0.424400899268534	0.133774912185916	1.34641182234245	-1.0028032418014	-1.21263691015654	-1.0028032418014	-1.0028032418014	0.0993566084061693	0.0993566084061693	NA	NA	NA	NA	0.65	welsch	0.4	0.26	1.54277421815601	0.999999653697027	saturating	0.0799999722957622	-2.30102999566398	0.176091259055681	0.005	1.5	TRUE	TRUE	FALSE	none	-0.372223704537548	-1.0028032418014	-0.87362532543825	0.129177916363154	0.424400899268534	0.133774912185916	1.34641182234245	-1.09662992718646	1.09662992718646	tsne_vi_seed138_C03Sc01_vt_seed10	19.9782357885732	1.1259498752024
p_mis_base	TRUE	log10_p_mis_base	delta__log10_p_mis_base	-5.12551633613395	0.802407855714406	-4.72431240827675	-5.52672026399116	7.49003183972546e-06	1.88663371722364e-05	2.97358074585132e-06	0.802407855714407	1.58927564263851e-05	0.802407855714407	0.802407855714407	6.34465272165834	6.34465272165834	-10.8781124594297	-12.725740719429	1.84762825999929	6.34475355758106	0.65	welsch	0.4	0.26	1.23447362417601	0.999926962098645	saturating	0.0799941569678917	-6	-1	1e-06	0.1	TRUE	TRUE	FALSE	none	-5.12551633613395	0.802407855714406	-4.72431240827675	-5.52672026399116	7.49003183972546e-06	1.88663371722364e-05	2.97358074585132e-06	-1.74896732773209	1.74896732773209	tsne_vi_seed138_C03Sc01_vt_seed10	19.9782357885732	1.1259498752024
p_wgd	TRUE	log10_p_wgd	delta__log10_p_wgd	-3.50235331386671	-0.0174139084602306	-3.51106026809683	-3.4936463596366	0.000314518855128264	0.000308276011847836	0.00032088812112965	-0.0174139084602309	-1.26121092818141e-05	-0.0174139084602309	-0.0174139084602309	0.960696241302375	0.960696241302375	-8.08420671038477	-8.04409708827541	-0.0401096221093642	0.960684121160044	0.65	welsch	0.4	0.26	0.0267906284003548	0.00447581461623392	near_quadratic	0.000358065169298714	-5	-3	1e-05	0.001	TRUE	TRUE	FALSE	none	-3.50235331386671	-0.0174139084602306	-3.51106026809683	-3.4936463596366	0.000314518855128264	0.000308276011847836	0.00032088812112965	-1.00470662773343	1.00470662773343	tsne_vi_seed138_C03Sc01_vt_seed10	19.9782357885732	1.1259498752024
gamma_mu	TRUE	gamma_mu	delta__gamma_mu	2.09518838421971	1.54381625125047	2.86709650984494	1.32328025859447	2.09518838421971	2.86709650984494	1.32328025859447	1.54381625125047	1.54381625125047	1.54381625125047	NA	2.16665856777025	2.16665856777025	NA	NA	NA	NA	0.65	welsch	0.4	0.26	2.37510192500072	1	saturating	0.08	1.2	3.5	1.2	3.5	TRUE	TRUE	FALSE	none	2.09518838421971	1.54381625125047	2.86709650984494	1.32328025859447	2.09518838421971	2.86709650984494	1.32328025859447	-1.79037676843942	1.79037676843942	tsne_vi_seed138_C03Sc01_vt_seed10	19.9782357885732	1.1259498752024
O2_crit	TRUE	log10_O2_crit	delta__log10_O2_crit	-0.0425901081438662	-0.485899823198656	-0.285540019743194	0.200359803455462	0.906587844709911	0.518155342380994	1.58620678578554	-0.485899823198656	-1.06805144340455	-0.485899823198656	-0.485899823198656	0.326663173442665	0.326663173442665	NA	NA	NA	NA	0.65	welsch	0.4	0.26	0.747538189536394	0.969577822243836	saturating	0.0775662257795069	-4	0.397940008672038	1e-04	2.5	TRUE	TRUE	FALSE	none	-0.0425901081438662	-0.485899823198656	-0.285540019743194	0.200359803455462	0.906587844709911	0.518155342380994	1.58620678578554	-0.881060233631808	0.881060233631808	tsne_vi_seed311_C03Sc02_vt_seed10	19.4144872936097	0.5622013802389
mu_hp	TRUE	log10_mu_hp	delta__log10_mu_hp	-1.6219577100252	1.35814457127756	-0.942885424386418	-2.30102999566398	0.0238804381037991	0.114055064805876	0.005	1.35814457127756	0.109055064805876	1.35814457127756	1.35814457127756	22.8110129611752	22.8110129611752	NA	NA	NA	NA	0.65	welsch	0.4	0.26	2.08945318658087	0.999999999998588	saturating	0.0799999999998871	-2.30102999566398	-0.522878745280338	0.005	0.3	TRUE	TRUE	FALSE	none	-1.6219577100252	1.35814457127756	-0.942885424386418	-2.30102999566398	0.0238804381037991	0.114055064805876	0.005	-1.35814457127756	1.35814457127756	tsne_vi_seed311_C03Sc02_vt_seed10	19.4144872936097	0.5622013802389
p_misseg	TRUE	log10_p_misseg	delta__log10_p_misseg	-1.37445516633218	1.20429539748764	-0.772307467588359	-1.976602865076	0.0422225864585557	0.168924457323728	0.0105535150770604	1.20429539748764	0.158370942246668	1.20429539748764	1.20429539748764	16.0064638265321	16.0064638265321	-1.59326907956619	-4.54068669354326	2.94741761397707	19.0566784316712	0.65	welsch	0.4	0.26	1.85276214998099	0.999999999518708	saturating	0.0799999999614967	-2.30102999566398	-0.301029995663981	0.005	0.5	TRUE	TRUE	FALSE	none	-1.37445516633218	1.20429539748764	-0.772307467588359	-1.976602865076	0.0422225864585557	0.168924457323728	0.0105535150770604	-1.8531496586636	1.8531496586636	tsne_vi_seed311_C03Sc02_vt_seed10	19.4144872936097	0.5622013802389
k_o_mis	TRUE	log10_k_o_mis	delta__log10_k_o_mis	-3.39417693088808	1.10626839036423	-2.84104273570597	-3.9473111260702	0.000403480981962759	0.00144197345060732	0.000112898682522252	1.10626839036423	0.00132907476808507	1.10626839036423	1.10626839036423	12.7722788113414	12.7722788113414	NA	NA	NA	NA	0.65	welsch	0.4	0.26	1.70195136979112	0.999999986274225	saturating	0.079999998901938	-5	-1.69897000433602	1e-05	0.02	TRUE	TRUE	FALSE	none	-3.39417693088808	1.10626839036423	-2.84104273570597	-3.9473111260702	0.000403480981962759	0.00144197345060732	0.000112898682522252	-3.21164613822383	3.21164613822383	tsne_vi_seed311_C03Sc02_vt_seed10	19.4144872936097	0.5622013802389
buffer_smax	TRUE	buffer_smax	delta__buffer_smax	0.952056423505255	-0.09588715298949	0.90411284701051	1	0.952056423505255	0.90411284701051	1	-0.09588715298949	-0.09588715298949	-0.09588715298949	NA	0.90411284701051	0.90411284701051	NA	NA	NA	NA	0.65	welsch	0.4	0.26	0.147518696906908	0.127167001115603	near_quadratic	0.0101733600892482	0	1	0	1	TRUE	TRUE	FALSE	none	0.952056423505255	-0.09588715298949	0.90411284701051	1	0.952056423505255	0.90411284701051	1	-0.09588715298949	0.09588715298949	tsne_vi_seed311_C03Sc02_vt_seed10	19.4144872936097	0.5622013802389
buffer_beta	TRUE	log10_buffer_beta	delta__log10_buffer_beta	-0.401420568033222	-1.20625261384406	-1.00454687495525	0.201705738888809	0.396807097861939	0.0989585048654445	1.59113027351929	-1.20625261384406	-1.49217176865385	-1.20625261384406	-1.20625261384406	0.0621938420205948	0.0621938420205948	NA	NA	NA	NA	0.65	welsch	0.4	0.26	1.85577325206779	0.999999999551153	saturating	0.0799999999640923	-2	1	0.01	10	TRUE	TRUE	FALSE	none	-0.401420568033222	-1.20625261384406	-1.00454687495525	0.201705738888809	0.396807097861939	0.0989585048654445	1.59113027351929	-2.80284113606644	2.80284113606644	tsne_vi_seed311_C03Sc02_vt_seed10	19.4144872936097	0.5622013802389
