parent	dependency	dependency_type
insight	GLMMadaptive	Suggests
insight	glmmTMB	Suggests
insight	glmtoolbox	Suggests
insight	gmnl	Suggests
insight	grDevices	Suggests
insight	gt	Suggests
insight	httptest2	Suggests
insight	httr2	Suggests
insight	interp	Suggests
insight	ivreg	Suggests
insight	JM	Suggests
insight	knitr	Suggests
insight	lavaan	Suggests
insight	lavaSearch2	Suggests
insight	lcmm	Suggests
insight	lfe	Suggests
insight	lme4	Suggests
insight	lmerTest	Suggests
insight	lmtest	Suggests
insight	logistf	Suggests
insight	logitr	Suggests
insight	marginaleffects	Suggests
insight	MASS	Suggests
insight	Matrix	Suggests
insight	mclogit	Suggests
insight	mclust	Suggests
insight	MCMCglmm	Suggests
insight	merTools	Suggests
insight	metaBMA	Suggests
insight	metadat	Suggests
insight	metafor	Suggests
insight	metaplus	Suggests
insight	mgcv	Suggests
insight	mhurdle	Suggests
insight	mice	Suggests
insight	mlogit	Suggests
insight	mmrm	Suggests
insight	modelbased	Suggests
insight	multgee	Suggests
insight	MuMIn	Suggests
insight	mvtnorm	Suggests
insight	nestedLogit	Suggests
insight	nlme	Suggests
insight	nnet	Suggests
insight	nonnest2	Suggests
insight	ordinal	Suggests
insight	panelr	Suggests
insight	parameters	Suggests
insight	parsnip	Suggests
insight	pbkrtest	Suggests
insight	performance	Suggests
insight	phylolm	Suggests
insight	plm	Suggests
insight	PROreg	Suggests
insight	pscl	Suggests
insight	psych	Suggests
insight	quantreg	Suggests
insight	Rcpp	Suggests
insight	RcppEigen	Suggests
insight	reformulas	Suggests
insight	recipes	Suggests
insight	rmarkdown	Suggests
insight	rms	Suggests
insight	robustbase	Suggests
insight	robustlmm	Suggests
insight	rpart	Suggests
insight	rstanarm	Suggests
insight	rstantools	Suggests
insight	rstpm2	Suggests
insight	rstudioapi	Suggests
insight	RWiener	Suggests
insight	sandwich	Suggests
insight	sdmTMB	Suggests
insight	sampleSelection	Suggests
insight	serp	Suggests
insight	speedglm	Suggests
insight	splines	Suggests
insight	statmod	Suggests
insight	survey	Suggests
insight	survival	Suggests
insight	svylme	Suggests
insight	testthat	Suggests
insight	tidymodels	Suggests
insight	tinytable	Suggests
insight	TMB	Suggests
insight	truncreg	Suggests
insight	tune	Suggests
insight	tweedie	Suggests
insight	VGAM	Suggests
insight	WeightIt	Suggests
insight	withr	Suggests
insight	workflows	Suggests
interp	Rcpp	Imports
interp	deldir	Imports
interp	Rcpp	LinkingTo
interp	RcppEigen	LinkingTo
interp	sp	Suggests
interp	Deriv	Suggests
interp	Ryacas	Suggests
interp	ggplot2	Suggests
interp	gridExtra	Suggests
interp	lattice	Suggests
interp	stringi	Suggests
interp	stringr	Suggests
interp	scatterplot3d	Suggests
interp	MASS	Suggests
interp	RcppEigen	Enhances
ipred	rpart	Imports
ipred	MASS	Imports
ipred	survival	Imports
ipred	nnet	Imports
ipred	class	Imports
ipred	prodlim	Imports
ipred	mvtnorm	Suggests
ipred	mlbench	Suggests
ipred	TH.data	Suggests
ipred	randomForest	Suggests
ipred	party	Suggests
IRanges	methods	Depends
IRanges	utils	Depends
IRanges	stats	Depends
IRanges	BiocGenerics	Depends
IRanges	S4Vectors	Depends
IRanges	stats4	Imports
IRanges	S4Vectors	LinkingTo
IRanges	XVector	Suggests
IRanges	GenomicRanges	Suggests
IRanges	Rsamtools	Suggests
IRanges	GenomicAlignments	Suggests
IRanges	GenomicFeatures	Suggests
IRanges	BSgenome.Celegans.UCSC.ce2	Suggests
IRanges	pasillaBamSubset	Suggests
IRanges	RUnit	Suggests
IRanges	BiocStyle	Suggests
irlba	Matrix	Depends
irlba	stats	Imports
irlba	methods	Imports
irlba	Matrix	LinkingTo
isoband	cli	Imports
isoband	grid	Imports
isoband	rlang	Imports
isoband	utils	Imports
isoband	cpp11	LinkingTo
isoband	covr	Suggests
isoband	ggplot2	Suggests
isoband	knitr	Suggests
isoband	magick	Suggests
isoband	bench	Suggests
isoband	rmarkdown	Suggests
isoband	sf	Suggests
isoband	testthat	Suggests
isoband	xml2	Suggests
iterators	utils	Depends
iterators	RUnit	Suggests
iterators	foreach	Suggests
JASPAR2020	methods	Depends
JASPAR2020	knitr	Suggests
JASPAR2020	rmarkdown	Suggests
JASPAR2020	TFBSTools	Suggests
joineRML	nlme	Depends
joineRML	survival	Depends
joineRML	cobs	Imports
joineRML	doParallel	Imports
joineRML	foreach	Imports
joineRML	generics	Imports
joineRML	ggplot2	Imports
joineRML	graphics	Imports
joineRML	lme4	Imports
joineRML	MASS	Imports
joineRML	Matrix	Imports
joineRML	mvtnorm	Imports
joineRML	parallel	Imports
joineRML	randtoolbox	Imports
joineRML	Rcpp	Imports
joineRML	RcppArmadillo	Imports
joineRML	stats	Imports
joineRML	tibble	Imports
joineRML	utils	Imports
joineRML	Rcpp	LinkingTo
joineRML	RcppArmadillo	LinkingTo
joineRML	dplyr	Suggests
joineRML	JM	Suggests
joineRML	joineR	Suggests
joineRML	knitr	Suggests
joineRML	pkgdown	Suggests
joineRML	rmarkdown	Suggests
joineRML	testthat	Suggests
jose	openssl	Depends
jose	jsonlite	Imports
jose	spelling	Suggests
jose	testthat	Suggests
jose	knitr	Suggests
jose	rmarkdown	Suggests
jsonlite	methods	Depends
jsonlite	httr	Suggests
jsonlite	vctrs	Suggests
jsonlite	testthat	Suggests
jsonlite	knitr	Suggests
jsonlite	rmarkdown	Suggests
jsonlite	R.rsp	Suggests
jsonlite	sf	Suggests
jsonvalidate	V8	Imports
jsonvalidate	knitr	Suggests
jsonvalidate	jsonlite	Suggests
jsonvalidate	rmarkdown	Suggests
jsonvalidate	testthat	Suggests
jsonvalidate	withr	Suggests
KEGGREST	methods	Imports
KEGGREST	httr	Imports
KEGGREST	png	Imports
KEGGREST	Biostrings	Imports
KEGGREST	RUnit	Suggests
KEGGREST	BiocGenerics	Suggests
KEGGREST	BiocStyle	Suggests
KEGGREST	knitr	Suggests
KEGGREST	markdown	Suggests
Kendall	boot	Imports
kernlab	methods	Imports
kernlab	stats	Imports
kernlab	grDevices	Imports
kernlab	graphics	Imports
KernSmooth	stats	Depends
KernSmooth	MASS	Suggests
KernSmooth	carData	Suggests
knitr	evaluate	Imports
knitr	highr	Imports
knitr	methods	Imports
knitr	tools	Imports
knitr	xfun	Imports
knitr	yaml	Imports
knitr	bslib	Suggests
knitr	DBI	Suggests
knitr	digest	Suggests
knitr	formatR	Suggests
knitr	gifski	Suggests
knitr	gridSVG	Suggests
knitr	htmlwidgets	Suggests
knitr	jpeg	Suggests
knitr	JuliaCall	Suggests
knitr	magick	Suggests
knitr	litedown	Suggests
knitr	markdown	Suggests
knitr	otel	Suggests
knitr	otelsdk	Suggests
knitr	png	Suggests
knitr	ragg	Suggests
knitr	reticulate	Suggests
knitr	rgl	Suggests
knitr	rlang	Suggests
knitr	rmarkdown	Suggests
knitr	sass	Suggests
knitr	showtext	Suggests
knitr	styler	Suggests
knitr	targets	Suggests
knitr	testit	Suggests
knitr	tibble	Suggests
knitr	tikzDevice	Suggests
knitr	tinytex	Suggests
knitr	webshot	Suggests
knitr	rstudioapi	Suggests
knitr	svglite	Suggests
ks	FNN	Imports
ks	kernlab	Imports
ks	KernSmooth	Imports
ks	Matrix	Imports
ks	mclust	Imports
ks	mgcv	Imports
ks	multicool	Imports
ks	mvtnorm	Imports
ks	pracma	Imports
ks	geometry	Suggests
ks	knitr	Suggests
ks	MASS	Suggests
ks	misc3d	Suggests
ks	oz	Suggests
ks	plot3D	Suggests
ks	rgl	Suggests
ks	rmarkdown	Suggests
labeling	stats	Imports
labeling	graphics	Imports
Lahman	dplyr	Imports
Lahman	lattice	Suggests
Lahman	ggplot2	Suggests
Lahman	googleVis	Suggests
Lahman	data.table	Suggests
Lahman	vcd	Suggests
