parent	dependency	dependency_type
rstatix	coin	Suggests
rstatix	boot	Suggests
rstatix	testthat	Suggests
rstatix	spelling	Suggests
rstudioapi	testthat	Suggests
rstudioapi	knitr	Suggests
rstudioapi	rmarkdown	Suggests
rstudioapi	clipr	Suggests
rstudioapi	covr	Suggests
rstudioapi	curl	Suggests
rstudioapi	jsonlite	Suggests
rstudioapi	R6	Suggests
rstudioapi	withr	Suggests
rsvd	Matrix	Imports
rsvd	ggplot2	Suggests
rsvd	testthat	Suggests
rtracklayer	methods	Depends
rtracklayer	GenomicRanges	Depends
rtracklayer	XML	Imports
rtracklayer	BiocGenerics	Imports
rtracklayer	S4Vectors	Imports
rtracklayer	IRanges	Imports
rtracklayer	XVector	Imports
rtracklayer	GenomeInfoDb	Imports
rtracklayer	Biostrings	Imports
rtracklayer	zlibbioc	Imports
rtracklayer	curl	Imports
rtracklayer	httr	Imports
rtracklayer	Rsamtools	Imports
rtracklayer	GenomicAlignments	Imports
rtracklayer	BiocIO	Imports
rtracklayer	tools	Imports
rtracklayer	restfulr	Imports
rtracklayer	S4Vectors	LinkingTo
rtracklayer	IRanges	LinkingTo
rtracklayer	XVector	LinkingTo
rtracklayer	BSgenome	Suggests
rtracklayer	humanStemCell	Suggests
rtracklayer	microRNA	Suggests
rtracklayer	genefilter	Suggests
rtracklayer	limma	Suggests
rtracklayer	org.Hs.eg.db	Suggests
rtracklayer	hgu133plus2.db	Suggests
rtracklayer	GenomicFeatures	Suggests
rtracklayer	BSgenome.Hsapiens.UCSC.hg19	Suggests
rtracklayer	TxDb.Hsapiens.UCSC.hg19.knownGene	Suggests
rtracklayer	RUnit	Suggests
Rtsne	Rcpp	Imports
Rtsne	stats	Imports
Rtsne	Rcpp	LinkingTo
Rtsne	irlba	Suggests
Rtsne	testthat	Suggests
rversions	curl	Imports
rversions	pillar	Suggests
rversions	testthat	Suggests
rversions	webfakes	Suggests
rversions	withr	Suggests
rvest	cli	Imports
rvest	glue	Imports
rvest	httr	Imports
rvest	lifecycle	Imports
rvest	magrittr	Imports
rvest	rlang	Imports
rvest	selectr	Imports
rvest	tibble	Imports
rvest	xml2	Imports
rvest	chromote	Suggests
rvest	covr	Suggests
rvest	knitr	Suggests
rvest	R6	Suggests
rvest	readr	Suggests
rvest	repurrrsive	Suggests
rvest	rmarkdown	Suggests
rvest	spelling	Suggests
rvest	stringi	Suggests
rvest	testthat	Suggests
rvest	webfakes	Suggests
s2	Rcpp	Imports
s2	wk	Imports
s2	Rcpp	LinkingTo
s2	wk	LinkingTo
s2	bit64	Suggests
s2	testthat	Suggests
s2	vctrs	Suggests
S4Arrays	methods	Depends
S4Arrays	Matrix	Depends
S4Arrays	abind	Depends
S4Arrays	BiocGenerics	Depends
S4Arrays	S4Vectors	Depends
S4Arrays	IRanges	Depends
S4Arrays	stats	Imports
S4Arrays	crayon	Imports
S4Arrays	S4Vectors	LinkingTo
S4Arrays	BiocParallel	Suggests
S4Arrays	SparseArray	Suggests
S4Arrays	DelayedArray	Suggests
S4Arrays	testthat	Suggests
S4Arrays	knitr	Suggests
S4Arrays	rmarkdown	Suggests
S4Arrays	BiocStyle	Suggests
S4Vectors	methods	Depends
S4Vectors	utils	Depends
S4Vectors	stats	Depends
S4Vectors	stats4	Depends
S4Vectors	BiocGenerics	Depends
S4Vectors	IRanges	Suggests
S4Vectors	GenomicRanges	Suggests
S4Vectors	SummarizedExperiment	Suggests
S4Vectors	Matrix	Suggests
S4Vectors	DelayedArray	Suggests
S4Vectors	ShortRead	Suggests
S4Vectors	graph	Suggests
S4Vectors	data.table	Suggests
S4Vectors	RUnit	Suggests
S4Vectors	BiocStyle	Suggests
S4Vectors	knitr	Suggests
S7	utils	Imports
S7	bench	Suggests
S7	callr	Suggests
S7	covr	Suggests
S7	knitr	Suggests
S7	methods	Suggests
S7	rmarkdown	Suggests
S7	testthat	Suggests
S7	tibble	Suggests
sandwich	stats	Imports
sandwich	utils	Imports
sandwich	zoo	Imports
sandwich	AER	Suggests
sandwich	car	Suggests
sandwich	geepack	Suggests
sandwich	lattice	Suggests
sandwich	lme4	Suggests
sandwich	lmtest	Suggests
sandwich	MASS	Suggests
sandwich	multiwayvcov	Suggests
sandwich	parallel	Suggests
sandwich	pcse	Suggests
sandwich	plm	Suggests
sandwich	pscl	Suggests
sandwich	scatterplot3d	Suggests
sandwich	stats4	Suggests
sandwich	strucchange	Suggests
sandwich	survival	Suggests
SASmixed	lme4	Suggests
SASmixed	lattice	Suggests
sass	fs	Imports
sass	rlang	Imports
sass	htmltools	Imports
sass	R6	Imports
sass	rappdirs	Imports
sass	testthat	Suggests
sass	knitr	Suggests
sass	rmarkdown	Suggests
sass	withr	Suggests
sass	shiny	Suggests
sass	curl	Suggests
ScaledMatrix	methods	Imports
ScaledMatrix	Matrix	Imports
ScaledMatrix	S4Vectors	Imports
ScaledMatrix	DelayedArray	Imports
ScaledMatrix	testthat	Suggests
ScaledMatrix	BiocStyle	Suggests
ScaledMatrix	knitr	Suggests
ScaledMatrix	rmarkdown	Suggests
ScaledMatrix	BiocSingular	Suggests
ScaledMatrix	DelayedMatrixStats	Suggests
scales	cli	Imports
scales	farver	Imports
scales	glue	Imports
scales	labeling	Imports
scales	lifecycle	Imports
scales	R6	Imports
scales	RColorBrewer	Imports
scales	rlang	Imports
scales	viridisLite	Imports
scales	bit64	Suggests
scales	covr	Suggests
scales	dichromat	Suggests
scales	ggplot2	Suggests
scales	hms	Suggests
scales	stringi	Suggests
scales	testthat	Suggests
scater	SingleCellExperiment	Depends
scater	scuttle	Depends
scater	ggplot2	Depends
scater	stats	Imports
scater	utils	Imports
scater	methods	Imports
scater	Matrix	Imports
scater	BiocGenerics	Imports
scater	S4Vectors	Imports
scater	SummarizedExperiment	Imports
scater	MatrixGenerics	Imports
scater	SparseArray	Imports
scater	DelayedArray	Imports
scater	beachmat	Imports
scater	BiocNeighbors	Imports
scater	BiocSingular	Imports
scater	BiocParallel	Imports
scater	rlang	Imports
scater	ggbeeswarm	Imports
scater	viridis	Imports
scater	Rtsne	Imports
scater	RColorBrewer	Imports
scater	RcppML	Imports
scater	uwot	Imports
scater	pheatmap	Imports
scater	ggrepel	Imports
scater	ggrastr	Imports
scater	BiocStyle	Suggests
scater	DelayedMatrixStats	Suggests
scater	snifter	Suggests
scater	densvis	Suggests
scater	cowplot	Suggests
scater	biomaRt	Suggests
scater	knitr	Suggests
scater	scRNAseq	Suggests
scater	robustbase	Suggests
scater	rmarkdown	Suggests
scater	testthat	Suggests
scater	Biobase	Suggests
scater	scattermore	Suggests
scattermore	ggplot2	Imports
scattermore	scales	Imports
scattermore	grid	Imports
scattermore	grDevices	Imports
scattermore	graphics	Imports
scattermore	covr	Suggests
scattermore	knitr	Suggests
scattermore	rmarkdown	Suggests
scattermore	testthat	Suggests
scatterplot3d	grDevices	Imports
scatterplot3d	graphics	Imports
scatterplot3d	stats	Imports
scDblFinder	SingleCellExperiment	Depends
scDblFinder	igraph	Imports
scDblFinder	Matrix	Imports
scDblFinder	BiocGenerics	Imports
scDblFinder	BiocParallel	Imports
scDblFinder	BiocNeighbors	Imports
scDblFinder	BiocSingular	Imports
scDblFinder	S4Vectors	Imports
scDblFinder	SummarizedExperiment	Imports
scDblFinder	scran	Imports
scDblFinder	scater	Imports
scDblFinder	scuttle	Imports
scDblFinder	bluster	Imports
scDblFinder	methods	Imports
scDblFinder	DelayedArray	Imports
scDblFinder	xgboost	Imports
scDblFinder	stats	Imports
scDblFinder	utils	Imports
scDblFinder	MASS	Imports
scDblFinder	IRanges	Imports
scDblFinder	GenomicRanges	Imports
scDblFinder	GenomeInfoDb	Imports
scDblFinder	Rsamtools	Imports
scDblFinder	rtracklayer	Imports
scDblFinder	BiocStyle	Suggests
scDblFinder	knitr	Suggests
scDblFinder	rmarkdown	Suggests
scDblFinder	testthat	Suggests
scDblFinder	scRNAseq	Suggests
scDblFinder	circlize	Suggests
scDblFinder	ComplexHeatmap	Suggests
scDblFinder	ggplot2	Suggests
scDblFinder	dplyr	Suggests
scDblFinder	viridisLite	Suggests
scDblFinder	mbkmeans	Suggests
scGSVA	dplyr	Imports
scGSVA	magrittr	Imports
scGSVA	broom	Imports
scGSVA	rlang	Imports
scGSVA	ggplot2	Imports
scGSVA	tidyr	Imports
scGSVA	GSVA	Imports
scGSVA	Seurat	Imports
scGSVA	SeuratObject	Imports
scGSVA	SingleCellExperiment	Imports
scGSVA	msigdbr	Imports
scGSVA	KEGGREST	Imports
scGSVA	Matrix	Imports
scGSVA	BiocParallel	Imports
scGSVA	SummarizedExperiment	Imports
scGSVA	ggrepel	Imports
scGSVA	BiocManager	Imports
scGSVA	GO.db	Imports
scGSVA	ggridges	Imports
scGSVA	limma	Imports
scGSVA	pheatmap	Imports
scGSVA	AnnotationDbi	Imports
scGSVA	viridis	Imports
scGSVA	rstatix	Imports
scGSVA	testthat	Imports
scran	SingleCellExperiment	Depends
scran	scuttle	Depends
scran	SummarizedExperiment	Imports
scran	S4Vectors	Imports
scran	BiocGenerics	Imports
scran	BiocParallel	Imports
scran	Rcpp	Imports
scran	stats	Imports
scran	methods	Imports
scran	utils	Imports
scran	Matrix	Imports
scran	edgeR	Imports
scran	limma	Imports
scran	igraph	Imports
scran	statmod	Imports
scran	MatrixGenerics	Imports
scran	S4Arrays	Imports
scran	DelayedArray	Imports
scran	BiocSingular	Imports
scran	bluster	Imports
scran	metapod	Imports
scran	dqrng	Imports
scran	beachmat	Imports
scran	Rcpp	LinkingTo
scran	beachmat	LinkingTo
scran	BH	LinkingTo
scran	dqrng	LinkingTo
scran	scuttle	LinkingTo
scran	testthat	Suggests
scran	BiocStyle	Suggests
scran	knitr	Suggests
scran	rmarkdown	Suggests
scran	DelayedMatrixStats	Suggests
scran	HDF5Array	Suggests
scran	scRNAseq	Suggests
scran	dynamicTreeCut	Suggests
scran	ResidualMatrix	Suggests
scran	ScaledMatrix	Suggests
scran	DESeq2	Suggests
scran	pheatmap	Suggests
scran	scater	Suggests
sctransform	dplyr	Imports
sctransform	magrittr	Imports
sctransform	MASS	Imports
sctransform	Matrix	Imports
sctransform	methods	Imports
sctransform	future.apply	Imports
sctransform	future	Imports
sctransform	parallelly	Imports
sctransform	ggplot2	Imports
sctransform	reshape2	Imports
sctransform	rlang	Imports
sctransform	gridExtra	Imports
sctransform	matrixStats	Imports
sctransform	RcppArmadillo	LinkingTo
sctransform	Rcpp	LinkingTo
sctransform	irlba	Suggests
sctransform	testthat	Suggests
sctransform	knitr	Suggests
sctransform	glmGamPoi	Enhances
segmented	MASS	Depends
segmented	nlme	Depends
selectr	methods	Imports
selectr	stringr	Imports
selectr	R6	Imports
selectr	testthat	Suggests
selectr	XML	Suggests
selectr	xml2	Suggests
Seqinfo	methods	Depends
Seqinfo	BiocGenerics	Depends
Seqinfo	stats	Imports
Seqinfo	S4Vectors	Imports
Seqinfo	IRanges	Imports
Seqinfo	GenomeInfoDb	Suggests
Seqinfo	GenomicRanges	Suggests
Seqinfo	BSgenome	Suggests
Seqinfo	GenomicFeatures	Suggests
Seqinfo	TxDb.Hsapiens.UCSC.hg38.knownGene	Suggests
Seqinfo	TxDb.Dmelanogaster.UCSC.dm3.ensGene	Suggests
Seqinfo	BSgenome.Hsapiens.UCSC.hg38	Suggests
Seqinfo	BSgenome.Celegans.UCSC.ce2	Suggests
Seqinfo	RUnit	Suggests
Seqinfo	knitr	Suggests
Seqinfo	rmarkdown	Suggests
Seqinfo	BiocStyle	Suggests
seqLogo	methods	Depends
seqLogo	grid	Depends
seqLogo	stats4	Imports
seqLogo	grDevices	Imports
seqLogo	knitr	Suggests
seqLogo	BiocStyle	Suggests
seqLogo	rmarkdown	Suggests
seqLogo	testthat	Suggests
seriation	ca	Imports
seriation	cluster	Imports
seriation	colorspace	Imports
seriation	foreach	Imports
seriation	gclus	Imports
seriation	grDevices	Imports
seriation	grid	Imports
seriation	MASS	Imports
seriation	qap	Imports
seriation	registry	Imports
seriation	stats	Imports
seriation	TSP	Imports
seriation	vegan	Imports
seriation	dbscan	Suggests
seriation	DendSer	Suggests
seriation	dendextend	Suggests
seriation	doParallel	Suggests
seriation	GA	Suggests
seriation	ggplot2	Suggests
seriation	keras	Suggests
seriation	Rtsne	Suggests
seriation	scales	Suggests
seriation	smacof	Suggests
seriation	tensorflow	Suggests
seriation	testthat	Suggests
seriation	umap	Suggests
sessioninfo	cli	Imports
sessioninfo	tools	Imports
sessioninfo	utils	Imports
sessioninfo	callr	Suggests
sessioninfo	covr	Suggests
sessioninfo	gh	Suggests
sessioninfo	reticulate	Suggests
sessioninfo	rmarkdown	Suggests
sessioninfo	testthat	Suggests
sessioninfo	withr	Suggests
sets	graphics	Imports
sets	grDevices	Imports
sets	stats	Imports
sets	utils	Imports
sets	proxy	Suggests
Seurat	methods	Depends
Seurat	cluster	Imports
Seurat	cowplot	Imports
Seurat	fitdistrplus	Imports
Seurat	future	Imports
Seurat	future.apply	Imports
Seurat	ggplot2	Imports
Seurat	ggrepel	Imports
Seurat	ggridges	Imports
Seurat	graphics	Imports
Seurat	grDevices	Imports
Seurat	grid	Imports
Seurat	httr	Imports
Seurat	ica	Imports
Seurat	igraph	Imports
Seurat	irlba	Imports
Seurat	jsonlite	Imports
Seurat	KernSmooth	Imports
Seurat	leiden	Imports
Seurat	lmtest	Imports
Seurat	MASS	Imports
Seurat	Matrix	Imports
Seurat	matrixStats	Imports
Seurat	miniUI	Imports
Seurat	patchwork	Imports
Seurat	pbapply	Imports
Seurat	plotly	Imports
Seurat	png	Imports
Seurat	progressr	Imports
Seurat	purrr	Imports
Seurat	RANN	Imports
Seurat	RColorBrewer	Imports
Seurat	Rcpp	Imports
Seurat	RcppAnnoy	Imports
Seurat	reticulate	Imports
Seurat	rlang	Imports
Seurat	ROCR	Imports
Seurat	Rtsne	Imports
Seurat	SeuratObject	Imports
Seurat	scales	Imports
Seurat	scattermore	Imports
Seurat	sctransform	Imports
Seurat	shiny	Imports
Seurat	spatstat.explore	Imports
Seurat	spatstat.geom	Imports
Seurat	stats	Imports
Seurat	tibble	Imports
Seurat	tools	Imports
Seurat	utils	Imports
Seurat	uwot	Imports
Seurat	Rcpp	LinkingTo
Seurat	RcppEigen	LinkingTo
Seurat	RcppProgress	LinkingTo
Seurat	ape	Suggests
Seurat	rsvd	Suggests
Seurat	testthat	Suggests
Seurat	hdf5r	Suggests
Seurat	S4Vectors	Suggests
Seurat	SummarizedExperiment	Suggests
Seurat	SingleCellExperiment	Suggests
Seurat	MAST	Suggests
Seurat	DESeq2	Suggests
Seurat	BiocGenerics	Suggests
Seurat	GenomicRanges	Suggests
Seurat	GenomeInfoDb	Suggests
Seurat	IRanges	Suggests
Seurat	rtracklayer	Suggests
Seurat	Rfast2	Suggests
Seurat	monocle	Suggests
Seurat	Biobase	Suggests
Seurat	VGAM	Suggests
Seurat	limma	Suggests
Seurat	metap	Suggests
Seurat	enrichR	Suggests
Seurat	mixtools	Suggests
Seurat	ggrastr	Suggests
Seurat	data.table	Suggests
Seurat	R.utils	Suggests
SeuratData	cli	Imports
SeuratData	crayon	Imports
SeuratData	Matrix	Imports
SeuratData	methods	Imports
SeuratData	rappdirs	Imports
SeuratData	SeuratObject	Imports
SeuratData	Seurat	Imports
SeuratData	stats	Imports
SeuratData	utils	Imports
SeuratData	Azimuth	Suggests
SeuratObject	sp	Depends
SeuratObject	future	Imports
SeuratObject	future.apply	Imports
SeuratObject	grDevices	Imports
SeuratObject	grid	Imports
SeuratObject	Matrix	Imports
SeuratObject	methods	Imports
SeuratObject	progressr	Imports
SeuratObject	Rcpp	Imports
SeuratObject	rlang	Imports
SeuratObject	stats	Imports
SeuratObject	tools	Imports
SeuratObject	utils	Imports
SeuratObject	Rcpp	LinkingTo
SeuratObject	RcppEigen	LinkingTo
SeuratObject	ggplot2	Suggests
SeuratObject	sf	Suggests
SeuratObject	testthat	Suggests
SeuratWrappers	BiocManager	Imports
SeuratWrappers	cowplot	Imports
SeuratWrappers	ggplot2	Imports
SeuratWrappers	igraph	Imports
SeuratWrappers	Matrix	Imports
SeuratWrappers	methods	Imports
SeuratWrappers	remotes	Imports
SeuratWrappers	rsvd	Imports
SeuratWrappers	Seurat	Imports
SeuratWrappers	stats	Imports
SeuratWrappers	utils	Imports
SeuratWrappers	rlang	Imports
SeuratWrappers	cipr	Suggests
SeuratWrappers	conos	Suggests
SeuratWrappers	rliger	Suggests
SeuratWrappers	harmony	Suggests
SeuratWrappers	batchelor	Suggests
SeuratWrappers	SeuratData	Suggests
SeuratWrappers	SeuratDisk	Suggests
SeuratWrappers	velocyto.R	Suggests
SeuratWrappers	schex	Suggests
SeuratWrappers	tximport	Suggests
SeuratWrappers	fishpond	Suggests
SeuratWrappers	monocle3	Suggests
SeuratWrappers	CoGAPS	Suggests
SeuratWrappers	glmpca	Suggests
SeuratWrappers	Nebulosa	Suggests
SeuratWrappers	presto	Suggests
SeuratWrappers	flexmix	Suggests
SeuratWrappers	tricycle	Suggests
SeuratWrappers	Banksy	Suggests
sf	methods	Depends
sf	classInt	Imports
sf	DBI	Imports
sf	graphics	Imports
sf	grDevices	Imports
sf	grid	Imports
sf	s2	Imports
sf	stats	Imports
sf	tools	Imports
sf	units	Imports
sf	utils	Imports
sf	Rcpp	LinkingTo
sf	blob	Suggests
sf	nanoarrow	Suggests
sf	covr	Suggests
sf	dplyr	Suggests
sf	ggplot2	Suggests
sf	knitr	Suggests
sf	lwgeom	Suggests
sf	maps	Suggests
sf	mapview	Suggests
sf	Matrix	Suggests
sf	microbenchmark	Suggests
sf	odbc	Suggests
sf	pbapply	Suggests
sf	pillar	Suggests
sf	pool	Suggests
sf	raster	Suggests
sf	rlang	Suggests
sf	rmarkdown	Suggests
sf	RPostgres	Suggests
sf	RPostgreSQL	Suggests
sf	RSQLite	Suggests
sf	sp	Suggests
sf	spatstat	Suggests
sf	spatstat.geom	Suggests
sf	spatstat.random	Suggests
sf	spatstat.linnet	Suggests
sf	spatstat.utils	Suggests
sf	stars	Suggests
sf	terra	Suggests
sf	testthat	Suggests
sf	tibble	Suggests
sf	tidyr	Suggests
sf	tidyselect	Suggests
sf	tmap	Suggests
sf	vctrs	Suggests
sf	wk	Suggests
shadowtext	ggiraph	Imports
shadowtext	ggplot2	Imports
shadowtext	grid	Imports
shadowtext	scales	Imports
shadowtext	S7	Imports
shadowtext	purrr	Imports
shadowtext	rlang	Imports
shadowtext	knitr	Suggests
shadowtext	rmarkdown	Suggests
shadowtext	prettydoc	Suggests
shape	stats	Imports
shape	graphics	Imports
shape	grDevices	Imports
shiny	methods	Depends
shiny	bslib	Imports
shiny	cachem	Imports
shiny	cli	Imports
shiny	commonmark	Imports
shiny	fastmap	Imports
shiny	fontawesome	Imports
shiny	glue	Imports
shiny	grDevices	Imports
shiny	htmltools	Imports
shiny	httpuv	Imports
shiny	jsonlite	Imports
shiny	later	Imports
shiny	lifecycle	Imports
shiny	mime	Imports
shiny	otel	Imports
shiny	promises	Imports
shiny	R6	Imports
shiny	rlang	Imports
shiny	sourcetools	Imports
shiny	tools	Imports
shiny	utils	Imports
shiny	withr	Imports
shiny	xtable	Imports
shiny	Cairo	Suggests
shiny	coro	Suggests
shiny	datasets	Suggests
shiny	DT	Suggests
shiny	dygraphs	Suggests
shiny	future	Suggests
shiny	ggplot2	Suggests
shiny	knitr	Suggests
shiny	magrittr	Suggests
shiny	markdown	Suggests
shiny	mirai	Suggests
shiny	otelsdk	Suggests
shiny	ragg	Suggests
shiny	reactlog	Suggests
shiny	rmarkdown	Suggests
shiny	sass	Suggests
shiny	showtext	Suggests
shiny	testthat	Suggests
shiny	watcher	Suggests
shiny	yaml	Suggests
shinyBS	shiny	Imports
shinyBS	htmltools	Imports
shinydashboard	htmltools	Imports
shinydashboard	promises	Imports
shinydashboard	shiny	Imports
shinydashboard	utils	Imports
shinyjs	digest	Imports
shinyjs	jsonlite	Imports
shinyjs	shiny	Imports
shinyjs	htmltools	Suggests
shinyjs	knitr	Suggests
shinyjs	rmarkdown	Suggests
shinyjs	shinyAce	Suggests
shinyjs	shinydisconnect	Suggests
shinyjs	testthat	Suggests
showtext	sysfonts	Depends
showtext	showtextdb	Depends
showtext	grDevices	Imports
showtext	knitr	Suggests
showtext	rmarkdown	Suggests
showtext	prettydoc	Suggests
showtext	curl	Suggests
showtext	jsonlite	Suggests
showtextdb	sysfonts	Imports
showtextdb	utils	Imports
showtextdb	curl	Suggests
Signac	methods	Depends
Signac	GenomeInfoDb	Imports
Signac	GenomicRanges	Imports
Signac	IRanges	Imports
Signac	Matrix	Imports
Signac	Rsamtools	Imports
Signac	S4Vectors	Imports
Signac	SeuratObject	Imports
Signac	data.table	Imports
Signac	dplyr	Imports
Signac	future	Imports
Signac	future.apply	Imports
Signac	ggplot2	Imports
Signac	rlang	Imports
Signac	irlba	Imports
Signac	pbapply	Imports
Signac	tidyr	Imports
Signac	patchwork	Imports
Signac	stats	Imports
Signac	utils	Imports
Signac	BiocGenerics	Imports
Signac	stringi	Imports
Signac	fastmatch	Imports
Signac	RcppRoll	Imports
Signac	scales	Imports
Signac	Rcpp	Imports
Signac	grid	Imports
Signac	tidyselect	Imports
Signac	vctrs	Imports
Signac	lifecycle	Imports
Signac	Rcpp	LinkingTo
Signac	Seurat	Suggests
Signac	ggforce	Suggests
Signac	ggrepel	Suggests
Signac	ggseqlogo	Suggests
Signac	testthat	Suggests
Signac	chromVAR	Suggests
Signac	SummarizedExperiment	Suggests
Signac	TFBSTools	Suggests
Signac	motifmatchr	Suggests
Signac	BSgenome	Suggests
Signac	shiny	Suggests
Signac	miniUI	Suggests
Signac	rtracklayer	Suggests
Signac	biovizBase	Suggests
Signac	Biostrings	Suggests
Signac	lsa	Suggests
Signac	MASS	Suggests
simplermarkdown	rjson	Imports
simplermarkdown	tools	Imports
simplermarkdown	MASS	Suggests
SingleR	SummarizedExperiment	Depends
SingleR	methods	Imports
SingleR	Matrix	Imports
SingleR	S4Vectors	Imports
SingleR	DelayedArray	Imports
SingleR	DelayedMatrixStats	Imports
SingleR	BiocParallel	Imports
SingleR	BiocSingular	Imports
SingleR	BiocNeighbors	Imports
SingleR	stats	Imports
SingleR	utils	Imports
SingleR	Rcpp	Imports
SingleR	beachmat	Imports
SingleR	parallel	Imports
SingleR	Rcpp	LinkingTo
SingleR	beachmat	LinkingTo
SingleR	assorthead	LinkingTo
SingleR	BiocNeighbors	LinkingTo
SingleR	testthat	Suggests
SingleR	knitr	Suggests
SingleR	rmarkdown	Suggests
SingleR	BiocStyle	Suggests
SingleR	BiocGenerics	Suggests
SingleR	SingleCellExperiment	Suggests
SingleR	scuttle	Suggests
SingleR	scater	Suggests
SingleR	scran	Suggests
SingleR	scRNAseq	Suggests
SingleR	ggplot2	Suggests
SingleR	pheatmap	Suggests
SingleR	grDevices	Suggests
SingleR	gridExtra	Suggests
SingleR	viridis	Suggests
SingleR	celldex	Suggests
sitmo	Rcpp	Imports
sitmo	Rcpp	LinkingTo
sitmo	knitr	Suggests
sitmo	rmarkdown	Suggests
sitmo	ggplot2	Suggests
slam	stats	Imports
slam	Matrix	Enhances
slam	SparseM	Enhances
slam	spam	Enhances
slider	cli	Imports
slider	rlang	Imports
slider	vctrs	Imports
slider	warp	Imports
slider	vctrs	LinkingTo
slider	covr	Suggests
slider	dplyr	Suggests
slider	knitr	Suggests
slider	lubridate	Suggests
slider	rmarkdown	Suggests
slider	testthat	Suggests
sm	rgl	Suggests
sm	misc3d	Suggests
sm	interp	Suggests
sm	gam	Suggests
sm	tkrplot	Suggests
sm	rpanel	Suggests
sm	tcltk	Suggests
sna	utils	Depends
sna	statnet.common	Depends
sna	network	Depends
sna	rgl	Suggests
sna	numDeriv	Suggests
sna	SparseM	Suggests
SNFtool	ExPosition	Imports
SNFtool	alluvial	Imports
snow	utils	Depends
snow	rlecuyer	Suggests
snow	Rmpi	Enhances
snowflakeauth	cli	Imports
snowflakeauth	curl	Imports
snowflakeauth	jsonlite	Imports
snowflakeauth	RcppTOML	Imports
snowflakeauth	rlang	Imports
snowflakeauth	jose	Imports
snowflakeauth	openssl	Imports
snowflakeauth	httpuv	Suggests
snowflakeauth	keyring	Suggests
snowflakeauth	testthat	Suggests
snowflakeauth	withr	Suggests
sourcetools	testthat	Suggests
sp	methods	Depends
sp	utils	Imports
sp	stats	Imports
sp	graphics	Imports
sp	grDevices	Imports
sp	lattice	Imports
sp	grid	Imports
sp	RColorBrewer	Suggests
sp	gstat	Suggests
sp	deldir	Suggests
sp	knitr	Suggests
sp	maps	Suggests
sp	mapview	Suggests
sp	rmarkdown	Suggests
sp	sf	Suggests
sp	terra	Suggests
sp	raster	Suggests
spam	dotCall64	Imports
spam	grid	Imports
spam	methods	Imports
spam	Rcpp	Imports
spam	Rcpp	LinkingTo
spam	spam64	Suggests
spam	fields	Suggests
spam	Matrix	Suggests
spam	testthat	Suggests
spam	R.rsp	Suggests
spam	truncdist	Suggests
spam	knitr	Suggests
spam	rmarkdown	Suggests
spam64	spam	Suggests
SparseArray	methods	Depends
SparseArray	Matrix	Depends
SparseArray	BiocGenerics	Depends
SparseArray	MatrixGenerics	Depends
SparseArray	S4Vectors	Depends
SparseArray	S4Arrays	Depends
SparseArray	utils	Imports
SparseArray	stats	Imports
SparseArray	matrixStats	Imports
SparseArray	IRanges	Imports
SparseArray	XVector	Imports
SparseArray	S4Vectors	LinkingTo
SparseArray	IRanges	LinkingTo
SparseArray	XVector	LinkingTo
SparseArray	HDF5Array	Suggests
SparseArray	ExperimentHub	Suggests
SparseArray	testthat	Suggests
SparseArray	knitr	Suggests
SparseArray	rmarkdown	Suggests
SparseArray	BiocStyle	Suggests
SparseM	methods	Depends
SparseM	graphics	Imports
SparseM	stats	Imports
SparseM	utils	Imports
SparseM	knitr	Suggests
sparseMatrixStats	MatrixGenerics	Depends
sparseMatrixStats	Rcpp	Imports
sparseMatrixStats	Matrix	Imports
sparseMatrixStats	matrixStats	Imports
sparseMatrixStats	methods	Imports
sparseMatrixStats	Rcpp	LinkingTo
sparseMatrixStats	testthat	Suggests
sparseMatrixStats	knitr	Suggests
sparseMatrixStats	bench	Suggests
sparseMatrixStats	rmarkdown	Suggests
sparseMatrixStats	BiocStyle	Suggests
sparsevctrs	cli	Imports
sparsevctrs	rlang	Imports
sparsevctrs	vctrs	Imports
sparsevctrs	knitr	Suggests
sparsevctrs	Matrix	Suggests
sparsevctrs	methods	Suggests
sparsevctrs	rmarkdown	Suggests
sparsevctrs	testthat	Suggests
sparsevctrs	tibble	Suggests
sparsevctrs	withr	Suggests
spatial	graphics	Depends
spatial	stats	Depends
spatial	utils	Depends
spatial	MASS	Suggests
spatstat	spatstat.data	Depends
spatstat	spatstat.univar	Depends
spatstat	spatstat.geom	Depends
spatstat	spatstat.random	Depends
spatstat	spatstat.explore	Depends
spatstat	spatstat.model	Depends
spatstat	spatstat.linnet	Depends
spatstat	utils	Depends
spatstat	spatstat.utils	Imports
spatstat.data	spatstat.utils	Imports
spatstat.data	Matrix	Imports
spatstat.data	spatstat.geom	Suggests
spatstat.data	spatstat.random	Suggests
spatstat.data	spatstat.explore	Suggests
spatstat.data	spatstat.model	Suggests
spatstat.data	spatstat.linnet	Suggests
spatstat.explore	spatstat.data	Depends
spatstat.explore	spatstat.univar	Depends
spatstat.explore	spatstat.geom	Depends
spatstat.explore	spatstat.random	Depends
spatstat.explore	stats	Depends
spatstat.explore	graphics	Depends
spatstat.explore	grDevices	Depends
spatstat.explore	utils	Depends
spatstat.explore	methods	Depends
spatstat.explore	nlme	Depends
spatstat.explore	spatstat.utils	Imports
spatstat.explore	spatstat.sparse	Imports
spatstat.explore	goftest	Imports
spatstat.explore	Matrix	Imports
spatstat.explore	abind	Imports
